id,number,title,user,created_at,merged_at,comments,state,closed_at
2048567892,619,Prevent pearled people from pearling others,kickylol,2024-09-02T02:20:22Z,2024-10-23T09:55:14Z,0,closed,2024-10-23T09:55:14Z
1970569223,565,Change fuel button to left shift,MrJeremyFisher,2024-07-16T02:03:44Z,2025-01-05T16:56:46Z,0,closed,2025-01-05T16:56:46Z
2024100068,585,Display AFK status in side/action bar,Huskydog9988,2024-08-17T18:32:46Z,2024-10-09T01:36:41Z,2,closed,2024-10-09T01:36:41Z
2121580783,638,Fix bastions acting as sponge and stacking incorrectly,okx-code,2024-10-13T19:27:53Z,2025-02-21T04:34:06Z,1,closed,2025-02-21T04:34:06Z
2115764419,630,nerf cactus,okx-code,2024-10-09T17:12:58Z,2024-10-13T17:32:37Z,2,closed,2024-10-13T17:32:37Z
1733796881,240,Prevent Reinforcing In Combat,MrJeremyFisher,2024-02-20T01:52:50Z,,2,closed,2025-01-25T15:35:38Z
1734119695,242,Improve time formatting in snitch logs,Protonull,2024-02-20T07:57:06Z,2024-02-23T20:30:46Z,2,closed,2024-02-23T20:30:46Z
1741876581,329,Add workflows for PR checks,AngrySoundTech,2024-02-24T16:42:49Z,2024-02-24T17:16:22Z,2,closed,2024-02-24T17:16:22Z
1748232942,345,A partial fix for minecart derailment,okx-code,2024-02-28T18:08:55Z,2024-03-05T18:10:43Z,1,closed,2024-03-05T18:10:43Z
1775296776,375,Optimise command registration,okx-code,2024-03-16T05:51:46Z,,2,closed,2024-03-16T06:02:19Z
1787259568,385,Replace HashSet with OpenObjectHashSet,okx-code,2024-03-22T20:22:14Z,2024-03-23T20:20:16Z,1,closed,2024-03-23T20:20:16Z
1775279657,374,Prevent respawn anchors being used as anti-place,okx-code,2024-03-16T04:52:03Z,2024-03-21T00:28:48Z,1,closed,2024-03-21T00:28:48Z
1991219328,580,Log pearl info when a broken pearl is found,MrJeremyFisher,2024-07-29T02:04:02Z,2025-01-15T23:06:30Z,2,closed,2025-01-15T23:06:30Z
1753184223,354,Fix skin not carrying over on profile change,MrJeremyFisher,2024-03-03T02:46:51Z,2024-03-05T20:45:30Z,1,closed,2024-03-05T20:45:30Z
1848794504,481,Eliminate Intermediate containers,AngrySoundTech,2024-04-30T21:34:59Z,2024-05-01T15:51:33Z,1,closed,2024-05-01T15:51:33Z
1854797475,491,Fix local docker setup,AngrySoundTech,2024-05-05T00:46:13Z,2024-05-06T20:59:25Z,1,closed,2024-05-06T20:59:25Z
1798564017,393,Re-add standardised test output formatting,Protonull,2024-03-29T21:32:16Z,,2,closed,2024-08-13T05:44:13Z
2032148305,604,separate nether ores and add copper ore to safebreak,kickylol,2024-08-22T13:19:16Z,2024-08-22T16:59:37Z,2,closed,2024-08-22T16:59:37Z
1988622241,577,Switch from jsr305 to Jetbrains Annotations,Protonull,2024-07-26T02:42:54Z,2024-08-23T09:22:10Z,2,closed,2024-08-23T09:22:10Z
2046470820,615,Remove MoreArrayUtils,Protonull,2024-08-30T13:47:01Z,,2,closed,2024-09-05T13:08:10Z
2227272623,671,Faction permissions support,OwainX,2024-12-10T19:46:00Z,,2,closed,2024-12-29T16:16:36Z
1798469561,392,Refactors dependency gluing,Protonull,2024-03-29T19:31:43Z,,2,closed,2024-09-05T12:46:26Z
1862884799,497,Build plugins from source for ansible deployments,AngrySoundTech,2024-05-09T22:25:16Z,2024-05-12T18:04:18Z,2,closed,2024-05-12T18:04:18Z
1867817182,535,"Revert ""Discard entities before adding NPCs""",okx-code,2024-05-14T01:21:06Z,2024-05-14T07:46:01Z,2,closed,2024-05-14T07:46:01Z
2134642974,645,Increase item frame chunk limits,okx-code,2024-10-20T17:15:31Z,2024-10-20T21:23:58Z,2,closed,2024-10-20T21:23:58Z
2138581901,649,Add /emf toggle dogfact,RedDevel2,2024-10-22T14:11:07Z,2024-10-23T09:53:57Z,2,closed,2024-10-23T09:53:57Z
2120244252,635,enforce lf file endings,Huskydog9988,2024-10-11T19:42:40Z,2024-10-20T16:42:02Z,2,closed,2024-10-20T16:42:02Z
1810293476,396,Add horse armour hack,Protonull,2024-04-06T06:22:53Z,,2,closed,2024-09-05T13:08:53Z
2272241164,719,Draft Development Process,AngrySoundTech,2025-01-11T19:51:30Z,,2,closed,2025-02-21T04:34:19Z
2348162626,765,Remove MoreTags,Protonull,2025-02-20T21:46:03Z,2025-02-21T02:40:21Z,0,closed,2025-02-21T02:40:21Z
2311466025,752,Add a barrel recipe to carpentry factory,RedDevel2,2025-02-02T23:12:50Z,2025-02-21T12:14:51Z,2,closed,2025-02-21T12:14:51Z
2042412608,611,"Remove Kaowta, add Salerno",wingzero54,2024-08-28T17:13:39Z,,2,closed,2024-10-10T14:37:16Z
2292861437,735,Reattempt ModSupport hack,Protonull,2025-01-22T18:29:41Z,,2,closed,2025-02-07T21:06:50Z
2225192296,670,Add ItemExchange receipts,Protonull,2024-12-10T02:12:06Z,,2,closed,2025-02-21T14:41:05Z
2284252935,732,Update brewery.md,RedDevel2,2025-01-17T12:45:53Z,2025-01-17T12:53:47Z,1,closed,2025-01-17T12:53:47Z
1737548646,272,NameLayer 1.20.4,MrJeremyFisher,2024-02-21T19:41:39Z,2024-02-21T20:51:48Z,1,closed,2024-02-21T20:51:49Z
1737909263,279,SimpleAdminHacks 1.20.4,MrJeremyFisher,2024-02-22T00:33:36Z,2024-02-22T00:34:29Z,1,closed,2024-02-22T00:34:29Z
1739183855,311,Exilepearl 1.20,MrJeremyFisher,2024-02-22T15:46:35Z,2024-02-23T01:48:10Z,0,closed,2024-02-23T01:48:10Z
1731954989,235,Welcome book command,MrJeremyFisher,2024-02-19T01:45:12Z,2024-02-20T15:47:11Z,1,closed,2024-02-20T15:47:11Z
1733751669,237,Add Map Copy Protection,MrJeremyFisher,2024-02-20T00:37:15Z,2024-02-20T14:11:00Z,0,closed,2024-02-20T14:11:00Z
1733793609,238,Prevent Innapropriate Flower Pot Modification,MrJeremyFisher,2024-02-20T01:47:28Z,2024-02-20T20:13:11Z,0,closed,2024-02-20T20:13:11Z
1747893780,338,Deoxidise as many blocks as the tool in-hand can,xFier,2024-02-28T14:54:44Z,2024-03-05T18:14:52Z,0,closed,2024-03-05T18:14:52Z
1744666118,335,Fix horse stats message double sending,MrJeremyFisher,2024-02-27T03:22:01Z,2024-03-05T18:13:21Z,0,closed,2024-03-05T18:13:21Z
1773550693,371,Make sapling hack better,Diet-Cola,2024-03-15T07:16:04Z,2024-03-19T21:02:29Z,0,closed,2024-03-19T21:02:29Z
1775673153,376,Allow interacting with chests and trapdoors if doing so would not actually open them,okx-code,2024-03-16T20:18:16Z,2024-03-21T00:28:55Z,0,closed,2024-03-21T00:28:55Z
1790327850,389,bump versions,okx-code,2024-03-25T21:32:16Z,2024-03-25T21:34:31Z,1,closed,2024-03-25T21:34:31Z
1787896767,388,Potential CivModCore race condition fixes,xFier,2024-03-23T18:22:27Z,,1,closed,2024-03-26T17:39:11Z
1759764387,362,Log when chunkmeta autosaves,Huskydog9988,2024-03-06T21:18:50Z,,1,closed,2024-03-26T18:44:35Z
1808116324,395,Yeet canvas,Protonull,2024-04-04T23:23:38Z,2024-04-04T23:25:14Z,0,closed,2024-04-04T23:25:14Z
1825692443,406,Move CivDocker and Ansible into Monorepo,AngrySoundTech,2024-04-16T15:29:50Z,2024-04-16T17:28:20Z,1,closed,2024-04-16T17:28:20Z
2272307284,720,Update backup-and-restart.sh,wingzero54,2025-01-12T00:11:26Z,2025-01-15T21:49:36Z,1,closed,2025-01-15T21:49:36Z
2277231902,726,Remove Evenmorefish from civ repo.,RedDevel2,2025-01-14T16:24:05Z,2025-01-15T21:48:04Z,1,closed,2025-01-15T21:48:04Z
2277797129,727,Add missing blocks to castlegate,RedDevel2,2025-01-14T21:14:24Z,2025-01-15T21:47:53Z,1,closed,2025-01-15T21:47:53Z
1801030719,394,Fix Factory Overflow,MrJeremyFisher,2024-04-01T19:02:48Z,2024-05-01T21:15:01Z,0,closed,2024-05-01T21:15:01Z
1841833671,480,Update auth and monitoring templates,AngrySoundTech,2024-04-25T23:01:03Z,2024-04-30T19:00:49Z,1,closed,2024-04-30T19:00:49Z
1851552979,487,Update tag,RedDevel2,2024-05-02T13:38:01Z,2024-05-02T14:27:23Z,1,closed,2024-05-02T14:27:23Z
