id,number,title,user,created_at,merged_at,comments,state,closed_at,distilbert_sentiment_label,distilbert_confidence
53487192,50,[#2724] [Web] Forward exceptions in JSON-RPC back to caller,bendikro,2015-12-12T22:23:15Z,2016-04-09T23:03:45Z,1,closed,2016-04-09T23:03:45Z,0,0.9895986318588257
237415408,228,[UI|Console] added console option to specify move completed folder,hukal,2018-12-10T18:06:20Z,,16,closed,2019-05-11T21:37:23Z,0,0.9872524738311768
69753503,93,Add external ip from lt to UI statusbars,cas--,2016-05-11T22:34:00Z,2016-05-15T10:53:01Z,7,closed,2016-05-15T10:53:01Z,0,0.9888563752174377
65557104,62,Develop console rewrite,bendikro,2016-04-07T00:24:04Z,2016-10-30T12:55:46Z,10,closed,2016-10-30T12:55:46Z,0,0.9851740002632141
228576104,224,Modify the transfer protocol in a couple ways.,aresch,2018-11-06T05:11:59Z,,10,closed,2018-11-13T03:46:44Z,0,0.9820974469184875
834951713,353,Add maybe_coroutine decorator to easily mix in async/await syntax,gazpachoking,2022-01-29T02:43:29Z,,11,closed,2022-02-06T21:06:23Z,0,0.9888573884963989
573751266,306,[GTKUI] Added detection of torrent URL on GTK UI focus ,matiasw,2021-02-15T19:23:22Z,,7,closed,2021-10-03T18:49:54Z,0,0.9875807762145996
809911318,325,Drop Python2 support,DjLegolas,2021-12-25T16:34:25Z,,4,closed,2021-12-28T19:32:18Z,0,0.9872236251831055
18939141,5,[#2478] [Blocklist] Add WebUI plugin page,omaralvarez,2014-07-27T08:49:54Z,,15,closed,2014-08-04T17:47:03Z,0,0.9864051342010498
22694011,19,[GTKUI] Fix magnet association button access is denied,doadin,2014-10-14T08:06:06Z,,14,closed,2014-11-25T19:02:39Z,0,0.9614105820655823
73206436,103,Develop ui entry tests,bendikro,2016-06-09T12:41:25Z,,2,closed,2016-10-18T20:35:03Z,0,0.9830321073532104
430494533,296,Update Install Instructions,SergioInToronto,2020-06-07T23:52:35Z,,4,closed,2021-12-12T18:28:47Z,0,0.9877889752388
835490068,355,[Config] Don't log users passwords in plain text,doadin,2022-01-30T19:47:23Z,,14,closed,2022-02-05T12:27:02Z,0,0.9804732799530029
2043232571,462,Replace deprecated cgi module with email,mtasaka,2024-08-29T06:32:38Z,,6,closed,2024-09-08T08:52:56Z,0,0.9794513583183289
22502419,16,#2406 Implemented core.add_torrent_files to speed up adding multiple torrents.,bendikro,2014-10-09T15:42:13Z,,2,closed,2014-12-03T15:41:15Z,0,0.9827219843864441
201357294,202,Prevent time formatting crash when seconds were floats,gazpachoking,2018-07-13T17:46:04Z,,7,closed,2018-07-27T06:28:45Z,0,0.9589446187019348
282494537,240,[WiP] Update to libtorrent-1.2,DjLegolas,2019-05-27T12:27:47Z,,4,closed,2019-06-05T14:25:23Z,0,0.9846928119659424
829809938,347,[Core] Return plugin keys with get_torrents_status,gazpachoking,2022-01-23T18:40:11Z,,13,closed,2022-01-26T18:45:13Z,0,0.9895422458648682
855294437,377,[Console] Swap j and k key's behavior to fit vim mode,KtlTheBest,2022-02-17T10:09:09Z,,3,closed,2022-03-02T11:41:27Z,0,0.9884004592895508
958457944,386,[Packaging] Pinned Pyinstaller to v4.10 and readme update,mhertz,2022-06-05T16:45:03Z,,10,closed,2022-06-13T18:56:30Z,0,0.989398717880249
70958876,99,Develop misc fixes tests component core,bendikro,2016-05-21T20:00:09Z,2016-05-24T22:59:16Z,2,closed,2016-05-24T22:59:16Z,0,0.9850430488586426
89536357,115,Use libtorrent.__version__ since libtorrent.version is deprecated,aresch,2016-10-16T19:30:29Z,,13,closed,2016-10-17T11:43:18Z,0,0.9879242181777954
161767435,175,Call the blocking wait_for_alert in a thread.,AllSeeingEyeTolledEweSew,2018-01-09T01:42:51Z,,4,closed,2018-11-01T11:14:41Z,0,0.9815505743026733
269701478,234,Replace platform.linux_distribution function,DjLegolas,2019-04-11T18:44:44Z,,1,closed,2019-05-08T20:34:05Z,0,0.9849336743354797
949961411,385,[Web] Accept charset in content-type for json messages,ibizaman,2022-05-28T07:32:27Z,,2,closed,2022-06-12T15:09:30Z,0,0.9893845915794373
1482698195,430,[Core] implement synchronous and v2 metafile creation,rcarpa,2023-08-21T11:27:13Z,,2,closed,2023-11-20T10:18:55Z,0,0.9880940318107605
21600957,10,Added automated tests and stuff on travis ,bendikro,2014-09-22T19:01:05Z,,1,closed,2014-09-25T13:35:29Z,0,0.9827478528022766
40080308,34,Update Translations,doadin,2015-07-15T23:18:49Z,,12,closed,2015-07-16T00:17:23Z,0,0.9869652986526489
66466125,65,[WebUI] Fix #2798: WebUI plugin fail to start,bendikro,2016-04-14T11:08:59Z,,8,closed,2016-04-18T11:02:34Z,0,0.9004443287849426
67647635,79,[Core] Save fastresume file on separate thread,bendikro,2016-04-24T19:44:47Z,2016-04-28T22:21:30Z,4,closed,2016-04-28T22:21:30Z,0,0.9887111186981201
76878828,105,Libtorrent 1.1 compatibility,minus7,2016-07-10T17:29:13Z,,6,closed,2016-07-20T11:15:01Z,0,0.983309805393219
91943369,133,[WebUI] Log correct http address if listening on IPv6,bendikro,2016-11-02T10:27:49Z,2016-11-22T22:17:39Z,5,closed,2016-11-22T22:17:39Z,0,0.9890469908714294
100566702,139,[WebUI] Added X-Deluge-Session header support.,N3X15,2017-01-07T11:43:08Z,,7,closed,2017-02-11T05:36:02Z,0,0.9886316657066345
828976088,342,Simplify PyInstaller spec file,CirnoT,2022-01-21T22:04:13Z,,8,closed,2022-01-23T16:23:33Z,0,0.9868878722190857
1508919923,433,Fix Errors Due to Deps,doadin,2023-09-09T19:39:48Z,,11,closed,2023-09-18T12:20:53Z,0,0.9674211144447327
1376718448,427,[UI][Common] Add daemon version check,DjLegolas,2023-06-03T07:18:32Z,,3,closed,2023-11-20T12:37:18Z,0,0.9896871447563171
87703135,109,[UI] Fix ZeroDivisionError at pieces bar update,elemongw,2016-10-03T11:50:15Z,,6,closed,2016-10-10T18:04:17Z,0,0.9896596074104309
125013908,158,Save torrent state only if state has changed. ,ratoaq2,2017-06-11T05:09:19Z,2017-06-14T10:00:08Z,3,closed,2017-06-14T10:00:08Z,0,0.9862446188926697
69703771,92,Develop autodoc fix,bendikro,2016-05-11T16:39:02Z,2016-05-22T11:12:22Z,1,closed,2016-05-22T11:12:22Z,0,0.9838736653327942
52690022,47,Defer save state function to separate thread,bendikro,2015-12-04T16:28:11Z,,2,closed,2015-12-14T21:37:15Z,0,0.9849731922149658
54178330,55,[Core] Implement async_add_torrent in torrentmanager,bendikro,2015-12-19T13:02:42Z,,1,closed,2016-04-10T10:51:00Z,0,0.9890823364257812
89749929,117,Python 3 fixes,aresch,2016-10-18T05:40:29Z,,9,closed,2016-10-24T15:44:30Z,0,0.9872559309005737
815760460,334,[Gtk] Fixed magnets not showing the prefetched metadata,DjLegolas,2022-01-06T18:58:33Z,,7,closed,2022-01-08T20:05:21Z,0,0.98624587059021
1241140745,412,Proposal about i2p,jiigen,2023-02-14T20:31:27Z,,4,closed,2023-06-02T07:53:39Z,0,0.9820592999458313
2036915919,460,[UI][Common] Wrap torrent comment and tracker status URLs in HTML (clickable),zakkarry,2024-08-26T08:44:01Z,,1,closed,2024-09-08T08:52:55Z,0,0.9852641820907593
68484887,84,[#2813][Partial Revert][GTKUI] Remove old twisted and gnome code,doadin,2016-05-01T02:16:41Z,,6,closed,2016-05-06T21:45:42Z,0,0.9861617088317871
70983959,101,[Console] Fix to console argument parsing,bendikro,2016-05-22T18:10:07Z,2016-05-24T22:59:57Z,2,closed,2016-05-24T22:59:57Z,0,0.9890910983085632
91518793,128,[Tests] Increase file descriptor limit,bendikro,2016-10-30T11:27:18Z,,4,closed,2016-11-01T12:54:23Z,0,0.9887657761573792
192211234,186,Fix and cleanup outgoing interface code,cas--,2018-06-02T18:25:41Z,2018-06-02T20:35:37Z,3,closed,2018-06-02T20:35:37Z,0,0.9876537919044495
193819664,189,[AutoAdd] Add WebUI interface,DjLegolas,2018-06-10T10:43:54Z,,6,closed,2018-07-12T18:19:28Z,0,0.985481858253479
230293436,226,gtk3,doadin,2018-11-12T22:51:58Z,,5,closed,2019-06-17T10:39:35Z,0,0.9554117918014526
222292293,215,Resolve symlinked config files,PhilHudson,2018-10-11T21:59:17Z,,8,closed,2018-10-21T14:25:37Z,0,0.9882287979125977
860907027,380,    Add a systemd user service,WhyNotHugo,2022-02-22T23:20:22Z,,6,closed,2022-03-02T11:41:26Z,0,0.986748993396759
1144457570,404,[UI][Common] Add support for BitTorrent V2 file tree,DjLegolas,2022-12-03T20:43:23Z,,2,closed,2023-08-27T10:36:58Z,0,0.9880380630493164
847391903,372,[Config] fixed callLater wrapper func,DjLegolas,2022-02-11T10:48:08Z,,2,closed,2022-02-12T17:14:51Z,0,0.9888878464698792
66722206,68,Develop plugin handling + webui fixes,bendikro,2016-04-16T00:45:30Z,,5,closed,2016-04-18T14:57:01Z,0,0.9785478115081787
88866952,112,[#2900] Fix Error loading torrent: invalid bencoded value,bendikro,2016-10-11T16:34:38Z,,6,closed,2016-10-28T13:48:43Z,0,0.970146894454956
90637967,124,Feature/python3 support,cas--,2016-10-24T15:39:04Z,2016-10-26T09:11:04Z,7,closed,2016-10-26T09:11:04Z,0,0.9853919148445129
120083585,155,Trac#3011 Handle WM_ENDSESSION on Windows to shutdown cleanly,cas--,2017-05-11T11:28:19Z,,3,closed,2021-12-28T20:03:29Z,0,0.9899711608886719
140975568,170,Store state and fastresume in per-torrent files.,AllSeeingEyeTolledEweSew,2017-09-14T03:29:56Z,,7,closed,2018-01-12T05:42:01Z,0,0.9875397682189941
286664484,244,bugfix for peers tab failing to set flag location request.country returns bytes not a string,thelamer,2019-06-10T12:52:03Z,,7,closed,2019-06-11T19:23:48Z,0,0.5704763531684875
294721419,256,[GTK3]Fix Deprecated Functions,doadin,2019-07-05T03:22:06Z,,2,closed,2019-10-31T12:29:33Z,0,0.9882885217666626
412211155,288,[Servers] Moved check_ssl_keys and generate_ssl_keys to crypto_utils.py,DjLegolas,2020-05-01T16:59:34Z,,4,closed,2021-12-20T22:11:07Z,0,0.9714162945747375
700685996,312,Support libtorrent 2,iczero,2021-07-31T09:55:42Z,,7,closed,2021-10-03T18:27:52Z,0,0.9830350875854492
19890802,7,[#1310] [Notifications] Add webui prefs page,omaralvarez,2014-08-17T16:15:57Z,,6,closed,2014-08-19T15:35:40Z,0,0.98785400390625
22836993,20,[GTKUI] Fix magnet association button setting path to nonexistant exe,doadin,2014-10-16T07:36:36Z,,6,closed,2015-07-16T00:40:44Z,0,0.9888721108436584
86969824,108,Check if libtorrent supports load_country_db before usage,minus7,2016-09-27T16:56:05Z,,6,closed,2016-09-28T09:13:51Z,0,0.9877973198890686
90275701,122,[GtkUI] Avoid duplicate code in piecesbar's drawing logic,elemongw,2016-10-20T20:32:49Z,,3,closed,2016-10-26T09:57:49Z,0,0.9884530901908875
124005186,157,lossless compression of images saved 457KB,Fish2,2017-06-05T15:55:39Z,,6,closed,2018-06-21T14:03:53Z,0,0.9845000505447388
192293561,187,Fix And Cleanup Interface Code,doadin,2018-06-04T04:15:07Z,,3,closed,2018-10-04T09:53:01Z,0,0.9867584109306335
201377832,203,[#2837][WebUI] Handle missing gettext.js file,DjLegolas,2018-07-13T19:17:12Z,,1,closed,2018-07-16T15:23:33Z,0,0.9890338182449341
412490090,289,[Core] Changed on_alert_tracker_error behavior for lt >= 1.2,DjLegolas,2020-05-02T18:29:00Z,,4,closed,2021-04-17T16:16:37Z,0,0.983870267868042
456611783,298,Remove nonexistent web argument from Linux docs,BenQuigley,2020-07-25T12:50:16Z,,6,closed,2020-07-27T15:41:47Z,0,0.9701718091964722
814174512,332,[AutoAdd] Fixed error dialog not being shown on error,DjLegolas,2022-01-04T20:17:54Z,,5,closed,2022-01-06T10:06:51Z,0,0.9859639406204224
