id,number,title,user,created_at,merged_at,comments,state,closed_at,codebert_sentiment_label,codebert_confidence
347249917,8988,placesManager.js: Management and notifications improvements - Solves #5377,claudiux,2019-11-30T18:49:28Z,2020-01-20T01:03:48Z,13,closed,2020-01-20T01:03:48Z,0,0.9887110590934753
753559705,10377,Add missing Build-Depends,kelebek333,2021-10-07T21:51:08Z,,17,closed,2021-10-08T15:28:26Z,0,0.9850432872772217
2720517,1293,Added mouse button modifier to Cinnamon window settings (makes it easier to properly use Blender). Added option to add the menu icon to the title bar.,rayza,2012-10-21T11:03:16Z,,16,closed,2012-12-16T23:55:09Z,0,0.9937171936035156
4073643,1701,Use the notification system to bring attention to attention-seeking windows,autarkper,2013-02-10T09:55:24Z,,16,closed,2013-02-25T12:16:02Z,0,0.980817437171936
581392738,9957,Cinnamon-settings spices: allow installing 3rd party spice from zip file,collinss,2021-02-27T19:51:30Z,,16,closed,2021-04-16T10:22:08Z,0,0.9940998554229736
795377011,10499,Add Child and Elder type of user groups,KAMI911,2021-12-05T21:34:57Z,,16,closed,2022-06-10T13:50:08Z,0,0.9929229021072388
4182760,1719,Menu Overhaul [clean recommit],Lusito,2013-02-17T17:32:36Z,,15,closed,2013-04-12T19:47:57Z,0,0.9900583624839783
1738868,886,Allow disabling notifications,dalcde,2012-07-07T09:25:15Z,2012-07-19T13:17:55Z,15,closed,2012-07-19T13:17:55Z,0,0.9585965871810913
2497218,1232,[1.8] Window list applet notification improvements,mtwebster,2012-10-01T02:36:07Z,,13,closed,2012-11-19T12:25:45Z,0,0.9928436875343323
3742760,1620,Start porting cinnamon to use gdbus,leigh123linux,2013-01-18T17:53:37Z,,15,closed,2013-04-17T10:04:09Z,0,0.9900270104408264
3952486,1655,Applets camelcase,Cobinja,2013-02-01T19:12:17Z,,15,closed,2013-02-18T14:27:00Z,0,0.9875059127807617
131166894,6708,ui/modalDialog: Show the version when time stamps are present,jaszhix,2017-07-18T19:23:58Z,,15,closed,2017-08-17T07:48:52Z,0,0.9912091493606567
103606360,6226,[WIP] Improve the look of xlet settings,Cobinja,2017-01-28T09:28:45Z,,15,closed,2017-04-10T11:26:50Z,0,0.9749505519866943
229717377,8008,gwl: Simplify thumbnail layout,germanfr,2018-11-09T14:51:44Z,,15,closed,2018-11-13T19:52:56Z,0,0.991290807723999
366249650,9133,"Add `Activate, then cycle` to grouped window list",Epskampie,2020-01-23T08:55:40Z,2020-04-20T17:21:10Z,15,closed,2020-04-20T17:21:10Z,0,0.994056224822998
479552416,9559,[FEAUTURE] [BETTER THEMING] add applet uuid formatted as style class name,bomdia,2020-09-04T10:28:08Z,2020-10-02T14:46:15Z,9,closed,2020-10-02T14:46:15Z,0,0.9876487851142883
1269478655,11548,cs_themes: Add a simplified UI,clefebvre,2023-03-09T11:55:52Z,2023-03-20T11:05:09Z,15,closed,2023-03-20T11:05:09Z,0,0.9887475967407227
1575274596,11905,[network@cinnamon.org] - Try to fix #10225,claudiux,2023-10-26T17:28:58Z,2023-12-24T15:07:04Z,15,closed,2023-12-24T15:07:04Z,0,0.9887702465057373
1349865220,11664,cinnamon-settings.py: Additional modules when Mint modules are absent,rcalixte,2023-05-14T18:05:40Z,2024-04-05T18:22:06Z,12,closed,2024-04-05T18:22:06Z,0,0.9944965243339539
28203352,3858,Sound applet,pixunil,2015-01-28T15:45:02Z,2015-03-19T17:30:45Z,14,closed,2015-03-19T17:30:45Z,0,0.9676975607872009
36549351,4229,signalManager.js: fix iteration of the object map,collinss,2015-05-29T22:06:33Z,,14,closed,2015-05-30T14:07:26Z,0,0.9873281121253967
151036497,6992,cinnamon-settings: move everything to python 3,collinss,2017-11-07T06:48:23Z,2018-02-19T10:25:01Z,9,closed,2018-02-19T10:25:01Z,0,0.9926175475120544
246014237,8314,Menu applet: Various improvements,itzexor,2019-01-19T01:17:01Z,2019-03-11T11:33:27Z,7,closed,2019-03-11T11:33:27Z,0,0.8931406140327454
1252471713,11530,workspace switcher: Add option to display windows icons,anaximeno,2023-02-24T01:25:35Z,,14,closed,2024-05-18T18:24:11Z,0,0.9930943250656128
4919445,1831,Further work on desklets (3),dalcde,2013-04-01T23:27:32Z,2013-04-22T10:20:25Z,13,closed,2013-04-22T10:20:25Z,0,0.9923283457756042
2639432,1273,[1.6] Add autostart files for gnome-screensaver,leigh123linux,2012-10-13T16:56:29Z,,13,closed,2012-11-13T12:44:08Z,0,0.9937248826026917
28487133,3877,Bug fixes and improvements for multiple battery laptops,michaeldjcox,2015-02-02T17:39:40Z,,13,closed,2015-04-28T12:10:12Z,0,0.8940008282661438
90498452,5829,[Hot Corners] Added hover delay functionality.,Odyseus,2016-10-22T22:58:21Z,2016-10-26T09:35:16Z,13,closed,2016-10-26T09:35:16Z,0,0.9906238913536072
136655069,6821,A Logo in System Info that goes on top of the System Info Text,dominichayesferen,2017-08-20T19:25:04Z,,13,closed,2017-10-13T10:20:29Z,0,0.9891881346702576
130240388,6694,Make touchpad settings compatible with libinput,AlbertJP,2017-07-12T21:25:33Z,2017-10-04T14:28:33Z,13,closed,2017-10-04T14:28:33Z,0,0.9884724020957947
162173450,7187,sound@cinnamon.org: Volume control up to 150% of nominal volume. ,claudiux,2018-01-10T16:44:10Z,,13,closed,2018-01-30T15:59:02Z,0,0.9859705567359924
166930423,7252,Don't clear notifications when an app becomes focused,tanderson-google,2018-02-03T00:00:11Z,2018-03-14T13:48:05Z,13,closed,2018-03-14T13:48:06Z,0,0.871300995349884
177257785,7395,Menu applet: autoselect exact matches,Tak,2018-03-24T20:41:06Z,2018-10-16T12:25:57Z,8,closed,2018-10-16T12:25:57Z,0,0.9889003038406372
233092655,8057,gwl: Improve thumbnail menu input and button label handling,jaszhix,2018-11-23T01:41:45Z,2018-11-27T15:10:45Z,13,closed,2018-11-27T15:10:45Z,0,0.9930839538574219
229629534,8004,IndicatorManager: Clean up,jaszhix,2018-11-09T09:10:25Z,2019-01-16T10:58:49Z,13,closed,2019-01-16T10:58:49Z,0,0.9861739873886108
241485816,8230,Replace allocation signals with callbacks,jaszhix,2018-12-30T11:01:33Z,,13,closed,2019-06-10T15:32:07Z,0,0.989559531211853
302762341,8746,Update Spices.py - Bypass all caches downloading json and zip files,claudiux,2019-07-31T02:29:57Z,,13,closed,2019-08-19T13:45:19Z,0,0.9929428100585938
579402729,9954,Add additional information to the sound@cinnamon.org applet tooltip,sphh,2021-02-24T15:44:07Z,2021-04-30T13:14:02Z,13,closed,2021-04-30T13:14:02Z,0,0.9919795989990234
614578723,10043,Stop using GTimeVal/g_get_current_time,ItzSwirlz,2021-04-13T15:55:25Z,2021-10-29T15:22:12Z,6,closed,2021-10-29T15:22:12Z,0,0.9910095930099487
1751474351,12100,Add theme config gui for configurable themes,fredcw,2024-03-01T11:01:19Z,,13,closed,2024-04-02T18:52:23Z,0,0.9902105331420898
5652526,2006,[Design] Lock desklets,nkoep,2013-05-10T21:02:58Z,,12,closed,2015-05-04T09:30:47Z,0,0.9907433390617371
7369420,2320,[2.2] Add search web capabilities to menu applet,dalcde,2013-08-03T11:03:15Z,,12,closed,2014-03-24T00:52:44Z,0,0.9937048554420471
11120913,2779,"Use button press instead of release events to activate applet, desklet, panel popups",mtwebster,2013-12-27T22:48:30Z,2014-01-22T14:16:30Z,12,closed,2014-01-22T14:16:30Z,0,0.9945066571235657
11020779,2765,window list applet: Add binding to adjust window opacity.,mdcb,2013-12-20T18:41:41Z,,12,closed,2014-03-23T16:14:52Z,0,0.9910010695457458
1290608,673,Fixed power applet not updating ( issue #611 ),tesfabpel,2012-05-04T17:59:53Z,,12,closed,2012-05-08T18:18:15Z,0,0.9883314967155457
2413217,1173,make GSettingsSpinButton aware of ranges defined in the schema,Cobinja,2012-09-21T14:06:37Z,2013-01-30T15:09:48Z,12,closed,2013-01-30T15:09:48Z,0,0.9913066029548645
3964446,1664,Cleanup debian packaging,nbourdau,2013-02-03T13:31:20Z,2013-04-21T18:32:47Z,12,closed,2013-04-21T18:32:47Z,0,0.954938530921936
3198874,1448,speed up menus applet with large num of apps,joequant,2012-12-01T09:45:52Z,,12,closed,2013-02-21T09:59:35Z,0,0.9570581316947937
81255028,5556,sound applet: Add a menu that allows the user to switch between activ…,marcus-lundgren,2016-08-14T21:29:33Z,2016-10-26T10:08:05Z,12,closed,2016-10-26T10:08:05Z,0,0.9721632599830627
93439874,5942,[applet.js] Re added ability to display a separator on applets context menus.,Odyseus,2016-11-12T14:03:13Z,2016-11-22T11:37:15Z,12,closed,2016-11-22T11:37:15Z,0,0.9921149611473083
