id,pr_number,user,submitted_at,state,body,deberta_sentiment_label,deberta_confidence
1931723513,6068,crsib,2024-03-12T17:16:04Z,CHANGES_REQUESTED,"i have two issues with this pr * formantshifterlogger is responsible for handling configuration. * you define it using and interface too, and i don't see why. the only place it is used - it is used directly. * i think we should keep process_hop simd ready. i expect that the fix will be very simple. there are some minor comments as well, but i will not block the pr because of them.",0,0.8650893568992615
1938637525,6068,crsib,2024-03-15T10:46:28Z,APPROVED,i don't see any pressing issues left,0,0.8268700838088989
1945655593,6068,crsib,2024-03-19T09:38:16Z,APPROVED,i don't see blocking issues with this pr,0,0.978918731212616
1452639267,4668,crsib,2023-06-21T09:18:39Z,COMMENTED,"i don't see blockers; just a few comments to sum up: 1. some exporters do not provide the rates list. we should carefully review them. 2. ui code is hard to read and understand. 3. this needs to be rebased carefully on the recent master, especially after merging the mixer pr. for this reason, i don't press approve exactly now, but i would like to start checking the builds from this pr (please, coordinate with ). given that we are code review limited for now and this task's complexity, we can make an exception and start verifying it before completing and formal approval.",0,0.9037434458732605
1540958981,4668,crsib,2023-07-21T11:08:13Z,COMMENTED,"i finished this round, i am quite concerned about loosing stereo in mp3 export",-1,0.9638868570327759
1540985255,4668,crsib,2023-07-21T11:27:29Z,APPROVED,"rebasing is needed, and there are some conflicts",0,0.9614964127540588
1453827713,4701,crsib,2023-05-31T17:54:59Z,CHANGES_REQUESTED,"i don't have much comments about the code left, so it's time to brush up the history a bit. that's it - squash all the ""fixing build"" and ""addressing review"" commits",0,0.9759460687637329
1633703529,5042,Paul-Licameli,2023-09-19T16:16:55Z,APPROVED,"i'm still not really satisfied about the two uses of `as_size_t()`. i'm dissatisfied now about the first, because, `(effectiveend - effectivestart)` is bounded above by a `size_t` but there still isn't proof it is bounded below by 0 -- not negative. you should first assign `effectiveend = std::max(effectivestart, effectiveend);` i am not persuaded either by the argument about the other `as_size_t()` and would rather see the `limitsamplebuffersize`. i think then that without the other easy code changes, the function is still relying about on assumptions about its arguments so it has an incompletely stated contract. i'd rather be deductive than argue that it works in practice so far. but this pr was waited long enough. i'm approving it, but with a protest.",0,0.6325693130493164
673733342,830,Paul-Licameli,2021-06-02T18:05:44Z,CHANGES_REQUESTED,"i'll complete this first review for now, but i need to examine acolor.cpp more closely, and consider whether there might be another fix for the sync lock tiles.",0,0.9807021021842957
680275893,830,Paul-Licameli,2021-06-10T01:52:58Z,CHANGES_REQUESTED,changes to user-visible strings because of string freeze,0,0.9817190766334534
679967402,966,Paul-Licameli,2021-06-09T17:52:26Z,CHANGES_REQUESTED,"this pr has a too-complicated commit history, including merging of two branches with different upstream commits. the commits are not in one simple sequence. this makes it too difficult to review, and to verify that each commit in the sequence builds and runs. please merge your work with recent master, then do `git reset audacity/master` (or whatever remote name you have for master) and then add and commit files again, so that there are fewer commits (maybe one). then force-push it. there should not be commits, in a final form of the branch, for small corrections like indentation. there may be multiple commits to show how the project can be done in logical stages, to aid review. but the branch should not keep a history of correction of errors, unless you still mark it as a draft.",0,0.8691893219947815
680012999,966,Paul-Licameli,2021-06-09T18:40:38Z,CHANGES_REQUESTED,further reconsideration of lifetime problems.,0,0.9642575979232788
681300514,966,Paul-Licameli,2021-06-10T22:17:12Z,CHANGES_REQUESTED,i am satisfied that you addressed all points in my last review. thank you for the simpler commit history. this next review covers some points about naming and translation. i have not reviewed everything yet.,1,0.9832282066345215
681307422,966,Paul-Licameli,2021-06-10T22:25:01Z,CHANGES_REQUESTED,some more points about parent window pointers and lifetimes.,0,0.9902520179748535
685834583,966,Paul-Licameli,2021-06-17T05:33:21Z,CHANGES_REQUESTED,"the one incorrect static variable is the only mildly important thing in this review that isn't just style. it's wrong in principle, but even so isn't likely to cause an error in practice because of the long update interval, longer perhaps than most user sessions with audacity. besides that, the commit history must be cleaned up, without merge commits, before i approve. overall i'm pleased with this branch.",1,0.9488001465797424
1007356641,2941,Paul-Licameli,2022-06-15T11:44:20Z,APPROVED,"approved! please rebased onto latest master, force-push, and merge with a merge commit.",0,0.9029306769371033
1080560068,3396,Paul-Licameli,2022-08-22T14:07:08Z,APPROVED,"i would like you to make one last interactive rebase that fixes the commit that doesn't build because it refers to a member of `vst3effectsettings` that doesn't exist. also fix commit comments. otherwise, i'm convinced you fixed two out of the three major problems i mentioned. but i think there will be remaining problems with use of factory presets or imported presets. these can be described in a new issue that we can fix later.",0,0.8902670741081238
2045093402,6359,saintmatthieu,2024-05-08T11:01:23Z,DISMISSED,"haven't finished yet the review, but stumbled on a potential crash.",0,0.599534273147583
2045384112,6359,saintmatthieu,2024-05-08T12:29:42Z,COMMENTED,"finished reviewing the first commit (the audio part) ; nothing major besides that crash, but hopefully this is an easy fix. please remove the dead code ; i don't see why it should be kept, and it's noisy and sometimes confusing.",0,0.5409151315689087
2049392101,6359,saintmatthieu,2024-05-10T08:08:40Z,COMMENTED,"not requesting changes because i'm not certain of my analysis, but i think there is another bug, already present in the first commit but that i missed before.",0,0.9632436633110046
2060116139,6359,saintmatthieu,2024-05-16T09:17:17Z,COMMENTED,following up on [a link] vitaly and i had a conversation and he helped me understand the bigger picture. this seems like a good change to me.,1,0.9717982411384583
746704840,1614,Paul-Licameli,2021-09-06T01:11:07Z,CHANGES_REQUESTED,"i raise questions about the new event passing. i think the new event type is unnecessary and should not be added. another implementation can be done with existing events. this is not a complete review, but you can begin with these reqeusted changes.",0,0.8891716599464417
746713134,1614,Paul-Licameli,2021-09-06T01:35:45Z,CHANGES_REQUESTED,"more code reuse, less duplication?",0,0.9865538477897644
746716420,1614,Paul-Licameli,2021-09-06T01:43:06Z,CHANGES_REQUESTED,"more code reuse, less duplication?",0,0.9865538477897644
746731892,1614,Paul-Licameli,2021-09-06T02:38:33Z,CHANGES_REQUESTED,advice about file structure and non-inline virtual destructor.,0,0.9946134686470032
758101056,1679,Paul-Licameli,2021-09-19T00:47:35Z,CHANGES_REQUESTED,i found a bug in updating of envelopes.,0,0.9437959790229797
765316601,1679,Paul-Licameli,2021-09-28T12:28:23Z,COMMENTED,some observations about inconsistent use of append buffer length and possible off by one errors and rounding. but i'm not recommending changes. there may be a lot of subtle problems like this already existing and we might leave it until stabilization to study and try to fix them.,0,0.9583932161331177
767757446,1679,Paul-Licameli,2021-09-30T11:56:02Z,CHANGES_REQUESTED,i think there are errors in one of the paths through pasting of waveclip,0,0.9740189909934998
770137258,1679,Paul-Licameli,2021-10-04T10:53:08Z,CHANGES_REQUESTED,"explanation at least in comments, if you can prove there isn't a mistake.",0,0.9880638718605042
2006991066,5818,vsverchinsky,2024-04-17T19:41:39Z,COMMENTED,all good,1,0.9065300822257996
761529713,1623,Paul-Licameli,2021-09-23T02:12:10Z,COMMENTED,raising questions about some assignments of fields of the format context that were not preserved.,0,0.9173153638839722
761553744,1623,Paul-Licameli,2021-09-23T02:54:19Z,CHANGES_REQUESTED,"doubts about too long lifetimes of some things, though they don't ultimately leak.",-1,0.5762828588485718
762575634,1623,Paul-Licameli,2021-09-23T23:20:48Z,COMMENTED,some doubts,0,0.5284841656684875
1039270506,3183,Paul-Licameli,2022-07-14T17:50:47Z,CHANGES_REQUESTED,"i see the latest round of changes. one thing i'm still unsatisfied with: the commit ""6.2 rewritten loadsettings / savesettings..."" needs an update of the commit comment, and `savesettings` and `loadsettings` should remain as in the previous iterations of the branch: don't iterate maeffect, don't do the side effects of `constcalldispatcher` or `callsetparameter`. do: iterate over the map in `const effectsettings` or over the key/value pairs in `const commandparameters`.",0,0.870145857334137
1011952069,3088,crsib,2022-06-20T09:15:11Z,CHANGES_REQUESTED,"eximining other uses of `datadir` it can be observed, that some cases need to use `configdir` and some the state dir (which is not introduced). for example, i feel that `ffmpeg_presets.xml` is a config file, not data file. this is not critical, however. what is more important, it seems that `configdir` and `datadir` are sharing large amount of code. i think we should have some internal function like this [code block]",0,0.9785869717597961
1013199020,3088,crsib,2022-06-21T08:42:57Z,CHANGES_REQUESTED,glib is included and used unconditionally which is definitely a blocker. some other issues as well.,0,0.8920918107032776
1016676197,3088,crsib,2022-06-23T09:44:22Z,CHANGES_REQUESTED,a small suggested rewrite :-),0,0.9686138033866882
944683566,2831,Paul-Licameli,2022-04-18T18:24:20Z,CHANGES_REQUESTED,closed-endedness and magic string literals are problems. see previous comment.,0,0.9063252210617065
1002110629,2831,Paul-Licameli,2022-06-09T23:47:08Z,APPROVED,i approve the changes. i suggest one more commit to define a sort comparator for translatablestring in just one place. i suggest should open another issue for what he observed in the case that multiple versions of audacity are installed.,0,0.8767986297607422
1615675490,5139,Paul-Licameli,2023-09-07T15:09:33Z,CHANGES_REQUESTED,reversion of my changes to audiosegmentsampleview is questionable,0,0.8336272239685059
1736827152,5570,vsverchinsky,2023-11-17T12:19:50Z,COMMENTED,"approved, though would be nice to see this pr squashed into fewer amount of commits",0,0.96085125207901
1747998680,5570,vsverchinsky,2023-11-24T13:59:19Z,APPROVED,"there are compilation issues that need to be addressed. pr has few commits that undo or redo something, would be nice if they are gone",0,0.9816693663597107
1919958714,6094,saintmatthieu,2024-03-06T15:10:42Z,DISMISSED,"reviewed up to ""widechannelgroupinterval's constructor takes number of channels"" inclusively. there's a crash that's very easy to reproduce - see comment.",0,0.9913191199302673
1927569476,6094,saintmatthieu,2024-03-11T13:41:42Z,COMMENTED,done with this iteration. some questions that i'd like answered before i approve - which i look forward to!,1,0.9935945868492126
1930718571,6094,saintmatthieu,2024-03-12T11:20:03Z,COMMENTED,"there's a stack overflow, at least on windows - see comment. (not requesting changes because it's a pain to remove afterwards.)",0,0.5544242858886719
1085196766,3229,Paul-Licameli,2022-08-25T10:27:33Z,CHANGES_REQUESTED,"in my opinion the regression above is the one suggestion i made that should be fixed before this is merged. making all commits buildable, fixing the off-by-one in acolor.cpp, and commenting that function, would be nice but inessential. making all the updates in case of change of language in preferences is not essential.",0,0.9705837965011597
1917647866,5980,saintmatthieu,2024-03-06T02:04:38Z,DISMISSED,"not done reviewing, but i'd like to get answers about `wxhas_generic_dataviewctrl` before completing it, as a lot of code depends on it. otherwise, requesting changes because of the items-greyed-out little bug.",0,0.9463930130004883
1922152337,5980,saintmatthieu,2024-03-07T11:50:50Z,COMMENTED,"i can say that the code style and the much i've understood of the code looks ok, but i've only made a superficial review of this pr. for a more confident review i'd have had to invest a lot more time learning about those many classes, inheritances and flows. thankfully, it is being thoroughly eyeballed and tested by and , which i think can catch bugs better than my review. if it looks good to both these gentlemen i therefore suggest that it moves on to our internal qa. okay with that, and ?",1,0.8520216941833496
1952441299,5980,saintmatthieu,2024-03-21T14:41:10Z,COMMENTED,"review the commits since the last i reviewed, which was ""loop the search over the table while typing"", until the last commit at present, ""don't show hidden effects"". ~~i just have that one thing that might not be correct, i hope you can clarify.~~ all good.",1,0.9518249034881592
1848496805,5900,Paul-Licameli,2024-01-29T11:55:38Z,CHANGES_REQUESTED,"when you add images, you should also update the list of image file names in `lib-theme-resources/cmakelists.txt`, so that the build will correctly reconfigure when you checkout a commit with a changed image list.",0,0.9942290782928467
716902682,1377,Paul-Licameli,2021-07-28T11:50:35Z,DISMISSED,"as i just explained, i think the basic approach of storing rather than recomputing whether clips are aligned will not be reliable enough.",0,0.9491324424743652
726777311,1377,Paul-Licameli,2021-08-10T19:52:13Z,CHANGES_REQUESTED,this review covers only the implications for persistency. more reviewing to come.,0,0.9826740622520447
726964973,1377,Paul-Licameli,2021-08-11T01:23:04Z,APPROVED,"i don't like the removal of groupchannels in favor of two functions. i don't like regression from the more generalized abstraction in track and tracklist, that the number of channels in a group might be more than two.",-1,0.8746377825737
726967553,1377,Paul-Licameli,2021-08-11T01:24:29Z,CHANGES_REQUESTED,mistakenly approved. not in fact approved yet.,-1,0.7070662379264832
727022753,1377,Paul-Licameli,2021-08-11T04:02:31Z,CHANGES_REQUESTED,ignore this comment,0,0.9871485829353333
734611071,1377,Paul-Licameli,2021-08-20T02:50:16Z,CHANGES_REQUESTED,"i'm done reviewing. this is good, very nearly complete. remaining fixes are minor.",1,0.9678921699523926
734627109,1377,Paul-Licameli,2021-08-20T03:08:13Z,CHANGES_REQUESTED,must also handle possible future-file values.,0,0.9905721545219421
1580181109,5027,saintmatthieu,2023-08-16T14:18:25Z,APPROVED,"no comment from me that should prevent moving forward, only suggestions and curiosity questions.",0,0.8808473348617554
1895767613,5965,saintmatthieu,2024-02-22T17:30:56Z,COMMENTED,reviewed commits up to [a link] exclusively - to be continued,0,0.9918067455291748
1897650186,5965,saintmatthieu,2024-02-23T13:13:36Z,DISMISSED,"reviewed commits up to [a link], inclusive. a crash bug was found, and i would like that the suggestion about the `const` method overload is applied.",0,0.9743183255195618
1900497469,5965,saintmatthieu,2024-02-26T10:31:18Z,COMMENTED,"review complete up to ""fewer direct uses of wavetrack::mclips..."" inclusively.",0,0.9904235005378723
1905761000,5965,saintmatthieu,2024-02-28T11:33:09Z,COMMENTED,"reviewed up to fa016813abed83226788e55566239ed485761759, inclusively.",0,0.9929959177970886
938551641,2801,Paul-Licameli,2022-04-11T20:29:23Z,CHANGES_REQUESTED,just one unnecessary line and function argument that can be removed,0,0.9443508386611938
1633436289,5193,Paul-Licameli,2023-09-19T14:24:21Z,APPROVED,only suggestions about code and commit comments.,0,0.9917592406272888
1053833664,3258,crsib,2022-07-28T10:12:58Z,COMMENTED,should vst3 work? i can observe ` assert(bound == 0 || remaining() == 0 || result > 0);` violation when applying vst3 effect,0,0.9926555156707764
1053837511,3258,crsib,2022-07-28T10:16:10Z,COMMENTED,for the reference lv2 worked fine,0,0.8035644888877869
1057107322,3258,crsib,2022-08-01T12:27:46Z,APPROVED,"tremendous work! some minor comments, that can be ignored safely",1,0.9960655570030212
665880295,918,shoogle,2021-05-21T21:41:10Z,CHANGES_REQUESTED,i've not used conan before but it's looks pretty neat!,1,0.9923882484436035
665936576,918,JamesCrook,2021-05-21T22:00:49Z,COMMENTED,looks way cleaner than before. will artifactory be configured to allow anonymous access?,0,0.9337136149406433
892475492,2565,Paul-Licameli,2022-02-24T13:59:26Z,CHANGES_REQUESTED,"are there small, unintended changes in appearance elsewhere? this is changing one function more widely used than just in the track control panel.",0,0.9795715808868408
1694658061,5398,Paul-Licameli,2023-10-24T11:53:07Z,COMMENTED,tracks with non-float samples should be a test case,0,0.9888908863067627
1697359596,5398,Paul-Licameli,2023-10-25T13:31:09Z,APPROVED,"one remaining thing i wanted to see was an assertion of a postcondition. i added it during your day off, in the interests of keeping this card moving through qa.",0,0.9948350191116333
887157643,2536,Paul-Licameli,2022-02-18T11:28:07Z,DISMISSED,"i have finished my review. just some spelling mistakes in comments in cmake scripts that should be fixed immediately. otherwise, suggestions for improvements, but nothing that needs to be done before merging this.",0,0.8286651372909546
887166274,2536,Paul-Licameli,2022-02-18T11:37:39Z,APPROVED,reapproval,0,0.990498960018158
1159850493,3696,DavidBailes,2022-10-28T10:39:12Z,APPROVED,"the reading by screen readers of the meter toolbar is now fine. glad to see that you got rid of the unwanted ""beep"", and that your fix also fixes the issue: [a link]",1,0.9793164134025574
1756052540,5685,Paul-Licameli,2023-11-29T19:26:50Z,CHANGES_REQUESTED,"i'm done with this round of review. something must be done about the midi track vertical ruler too, for completeness, and to remove all uses of the ""/gui/verticalzooming"" preference. i would also rather see this pull request also change the preferences page to eliminate the checkbox, and also remove the item in viewmenus (including the callback function). keep this separate from #5675. let that one address other preferences that are less complicated.",0,0.8985568881034851
1757272905,5685,Paul-Licameli,2023-11-30T11:50:52Z,CHANGES_REQUESTED,did you forget to remove context menu shortcuts for midi tracks?,0,0.9910669922828674
1077791722,3317,crsib,2022-08-18T18:11:10Z,CHANGES_REQUESTED,"* opening fancy ui from the rt panel crashes audacity * using beat finder crashes * preview button is in a wrong place * some other feedback in comments also i want a design review to be completed first. ""non fancy"" ui looks quite odd, especially with built-in generators. probably we need a horizontal line to visually separate the buttons from effect settings.",-1,0.9593047499656677
1084381485,3317,crsib,2022-08-24T21:02:20Z,CHANGES_REQUESTED,"there is still some feedback to addressed left. we can waive that enable button bug for now, i don't want it to block this pr. (but we need to log that bug)",0,0.9819487929344177
1085994087,3317,crsib,2022-08-25T19:20:39Z,APPROVED,"i think i can approve it now, with a couple minorish problems. please rebase the branch on master first",0,0.8410001397132874
1449132749,4739,crsib,2023-05-29T08:47:17Z,APPROVED,i see no issues with the proposed solution. i think design issues could be solved in a follow up pull requests.,0,0.9594782590866089
1456850366,4739,DavidBailes,2023-06-02T07:59:57Z,APPROVED,"i agree with 's comment ""i see no issues with the proposed solution. i think design issues could be solved in a follow up pull requests."" the comment that i made was to do with the design of the ""error"" message - i think that it could be more helpful, and point users towards tracks > resample (rather than the rate sub menu on a track's context menu) , and mention 's suggestion of just using panning if stereo effects are not required. so i'm quite happy to approve this pull request.",1,0.9881318807601929
1438839865,2805,saintmatthieu,2023-05-23T10:12:11Z,CHANGES_REQUESTED,"i stopped before the ""don't loop"" commits, but there's already comments i'd like you to look at.",0,0.9921473860740662
1441022492,2805,saintmatthieu,2023-05-24T07:35:31Z,APPROVED,looks like we're on the right track :d please check my comment about remaining calls to `channels(...).size()` before merging.,1,0.9912086725234985
1487375531,4795,saintmatthieu,2023-06-20T09:11:15Z,APPROVED,haven't noticed any defect. congratulations on removing `lib-track` from `lib-audio-io`!,1,0.966659665107727
1272628995,4033,Paul-Licameli,2023-01-27T12:44:33Z,CHANGES_REQUESTED,the only must-fix matters i see are the corrections in `foreachcopiedwavetrack`,0,0.9905361533164978
