repository,file_type,id,pr_number,body,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason,manual_label
elementary/terminal,reviews,2412625317,798,lets go!,1,1,0,0.6811153292655945,0.5206211805343628,0.5124242305755615,1.0,accept,majority_agreement,2
elementary/terminal,reviews,1821696546,743,lgtm.,0,0,0,0.9832575917243958,0.968936800956726,0.9637624621391296,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,683185846,595,one small string change :),1,1,0,0.8954355120658875,0.9930578470230104,0.9922935962677002,1.0,accept,majority_agreement,2
elementary/terminal,reviews,683632295,595,"the code is looking much better, good job! if everybody else is happy, i think we can merge it.",1,1,1,0.9926669001579284,0.9950461387634276,0.9969807267189026,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,279277044,397,works on my system!,0,1,0,0.5404961109161377,0.8620592355728149,0.9373030066490172,0.0,accept,majority_agreement,2
elementary/terminal,reviews,280929192,397,"code wise it looks good to me, but i haven't had a chance to compile and test it (and won't be able to this week) if you can get someone else to test it as well that would be great :) but i'm removing my ""needs changes"" to not be a blocker. if no one else checks it by next week, i'll give it a look once i'm back home :)",1,1,1,0.9890081882476808,0.9954492449760436,0.99612158536911,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,279288230,397,a few bits to change,0,0,0,0.9858700037002563,0.9447381496429444,0.9874339699745178,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,692993658,602,this pr causes a regression in showing the path as the window title under normal conditions. i've added suggestions as to how to fix this. i am not sure whether you need to check whether current_working_directory is something valid but it is probably safer to test this and use terminalwidget.default_label as an ultimate fallback.,0,0,0,0.94114488363266,0.8593056797981262,0.989349603652954,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,748279666,602,allows setting window title from commandline without affecting tab labelling. thanks!,1,1,1,0.9785295724868774,0.9824746251106262,0.9621328115463256,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,393976345,504,"as you say, it is still a bit hacky but better than the alternative ;-) thanks. i made a couple of comments on the code.",1,1,1,0.988591730594635,0.995017945766449,0.9943630695343018,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,560534993,556,"left one copy change, but it makes me wonder: should this just be part of the unsafepastedialog? much of the copy and ui would be the same; the only difference would be the title and possibly the setting we bind to, if we want it to be a separate setting.",0,0,0,0.8425203561782837,0.854769229888916,0.9483627676963806,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,676800855,556,made a few suggestions but it would be good to progress this if possible - thanks.,1,1,1,0.9041435122489928,0.9795158505439758,0.9163719415664672,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1773781882,753,"a litte suggestion with gtk4 in mind. also, a pior art in this case is epiphany, that `pack_end()` a gtk.button that trigger the fullscreen action and is only visible when fullscreened. something like this should be simple to do here too.",0,0,0,0.9782111644744872,0.8092033267021179,0.9898501634597778,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1833797236,753,"works as expected, nice job!",1,1,1,0.9911263585090636,0.9960357546806335,0.9961552023887634,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,672748002,590,good cleanup. just a couple of very minor comments.,1,1,1,0.9174463152885436,0.980286180973053,0.9691518545150756,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,675362566,590,removing the gtk_menu_bar_accel override should be safe enough i guess - it isn't used elsewhere in elementary or within terminal. i guess it is to be sure that terminal programs like `htop` can be exited with it.,0,0,0,0.9865002036094666,0.9871928691864014,0.9898804426193236,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2411206425,794,"the clipboard or dragged text are no longer pasted if we once uncheck ""show paste protection warnings"" in the unsafepastedialog.",0,0,0,0.9740784764289856,0.9858753085136414,0.9937534928321838,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2415840615,794,"confirmed this is fixed, thank you! leaving another two tiny comments.",1,1,1,0.9688549637794496,0.9898058772087096,0.9931071400642396,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2421105723,794,code looks good and fixes the linked issue. thank you!,1,1,1,0.9869288206100464,0.995595395565033,0.994795262813568,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,267238797,390,don't forget to update the color buttons. at the moment this gets reverted if you change the color scheme,0,0,0,0.9774032235145568,0.9823997020721436,0.9909902811050416,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,297405365,390,"works fine, but i think at least the color radio button should be updated to match.",0,0,0,0.903544545173645,0.9729202389717102,0.976477324962616,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,297725426,390,"lgtm, does this need more ux discussion?",0,0,0,0.9869974851608276,0.9736918210983276,0.9930128455162048,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,195298189,349,"we are actually deprecating the use of granite.settings, and specially since it's just one setting you should just use glib.settings instead. also make sure you check if the schema exists to prevent crashes if things change in the future or if it's used in a different os",0,0,0,0.9746408462524414,0.9690996408462524,0.9922122955322266,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,266290658,349,works as described. :+1:,0,0,1,0.571122407913208,0.5607906579971313,0.9952436089515686,0.0,accept,majority_agreement,2
elementary/terminal,reviews,162646033,299,"code looks good, thanks for the contribution! i think lastly we should drop the translation changes from this pr to prevent merge conflicts with master. it also makes this diff much easier for other contributors to review. once this is merged, we can push the updated translations.",1,1,1,0.9900533556938172,0.9924913048744202,0.9946770668029784,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,162938730,299,looks good! thanks for the contribution. is this safe to merge with a string change since there was a recent release?,1,1,1,0.9915679097175598,0.9930278658866882,0.995171844959259,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,254210876,382,"there is a problem if the window scaling is > 1. the menu is truncated. this affects both menu.popup_at_widget () and menu.popup_at_rect () - but does not affect menu.popup_at_pointer (). not sure why. maybe an upstream bug? if so, we will have to use popup_at_pointer for now.",0,0,0,0.926625907421112,0.8616417646408081,0.9537333250045776,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1498974460,699,found a regression: changes in font size are not restored after closing and reopening the app.,0,0,0,0.9712097644805908,0.9479463696479796,0.981462836265564,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1545018942,699,"code looks good, no regressions or new terminal warnings seen.",1,0,0,0.6103160381317139,0.6358684301376343,0.54645174741745,0.0,accept,majority_agreement,2
elementary/terminal,reviews,48514733,119,"yay! this seems to work well. tested across lodpi, hidpi, and multiple displays. i am going to request someone else spot-checks the code, but ux-wise i'm :+1:",1,1,1,0.9868266582489014,0.9851679801940918,0.9959165453910828,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,90065827,196,couple of formatting issues and some suggested simplifications.,0,0,0,0.9752207398414612,0.970781683921814,0.9815465807914734,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,90301616,196,works ok - just one question (see inline),0,0,0,0.9779462814331056,0.9026347398757936,0.9300816059112548,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,334886778,423,"this seems to ""do the thing"". i think we can continue discussion about the custom font setting and whether to expose it or remove it in another issue :)",1,1,1,0.800700843334198,0.9774636626243592,0.6117540597915649,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,538051716,477,left a question inline :) what's the best way to test this?,1,1,1,0.9662495851516724,0.9860005974769592,0.9933086633682252,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,790761404,633,this only works as expected after changing the settings. this is because the settings still contain the alpha value until they are changed and these do not match the strings in code when constructing the color buttons - so the wrong color button appears active. one way round this is to test for the foreground color instead as that has not changed. also to move the test *after* you have connected the color-button clicked handlers so that the new background colors get written to settings. in the longer term it would be better to move to methodology like code where a named style-scheme is saved in settings rather than the actual colors.,0,0,0,0.98319673538208,0.9907842874526978,0.9895312786102296,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,959437136,658,"the code in `action_close_terminal` results in the window closing regardless of the response to the dialog. however, there is a simpler solution. just call `close ()` on the window which will result in the `delete_event` handler running which will correctly save the state and check for foreground processes.",0,0,0,0.9883171916007996,0.9944831728935242,0.9936020970344543,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,959456673,658,make sense,0,0,0,0.9631345272064208,0.9401010274887084,0.9741621613502502,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2528882757,836,"if we remove the unnecessary cast against `n_pages` here, we can remove the following places too ~~, excepting the cast against the result of `focus.clamp ()`~~ : [code block]",0,0,0,0.9886190891265868,0.9913280606269836,0.9950056672096252,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2530838448,836,lgtm and works as expected. thank you for your fix!,1,1,1,0.9894279837608336,0.9952110648155212,0.9891843795776368,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,86155965,185,see inline comments. some maybe without the scope of this pr.,0,0,0,0.982864260673523,0.9875170588493348,0.993639886379242,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,168667921,262,ux approval from me. this is a nice feature!,1,1,1,0.9911653399467468,0.9962557554244996,0.9944543242454528,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,168711960,262,a few things to do then it should be alright,0,0,0,0.9361762404441832,0.9162726402282716,0.8004663586616516,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,175950678,262,"looks clean and works nicely, an approve from me.",0,1,1,0.558174192905426,0.6614617705345154,0.9685273170471193,1.0,accept,majority_agreement,2
elementary/terminal,reviews,256038266,375,i have a couple of comments.,0,0,0,0.9814463257789612,0.8905622959136963,0.984853744506836,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,256552678,375,one more comment.,0,0,0,0.9650285243988036,0.9514726400375366,0.9891902208328248,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1749225842,749,i have left some inline comments. everything else seems ok but i'll test a but more later.,0,0,0,0.9711303114891052,0.9465988874435424,0.904208779335022,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1750234802,749,"the ""copy last output"" and ""scroll to last command"" actions are not triggered by the keyboard (but the former is triggered by the context menu option). something to do with the ""key pressed"" handler i think.",0,0,0,0.988446831703186,0.9935560822486876,0.9913029670715332,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1753382925,749,its a pity this change turned out to be less straightforward than anticipated and a somewhat non-obvious workround is required to avoid breaking some actions. however this all seems to work now. so i guess it can be merged. maybe possible to refactor simplify later?,-1,1,-1,0.9772802591323853,0.4860330522060394,0.9664509892463684,-1.0,accept,majority_agreement,2
elementary/terminal,reviews,1347545613,710,there seems to be a regression in that quitting with the quit action now does not save tabs. reopening just restores the home tab.,0,0,0,0.8961789011955261,0.9754972457885742,0.9655297994613647,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1368062255,710,"no regressions found, but the ci is currently failing on tests",0,0,0,0.9739207029342652,0.8920566439628601,0.9632954597473145,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2298037519,786,"for some reason accelerators aren't working correctly here. keypad accels work, but ctrl + and ctrl - do not",0,0,-1,0.8238903880119324,0.9354236721992492,0.6600812077522278,0.0,accept,majority_agreement,2
elementary/terminal,reviews,2479266580,813,i am going to approve this as within session functionality is still an improvement,0,0,0,0.960623264312744,0.9366042613983154,0.9589462876319884,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,86627367,190,works as expected but possibly excessive calls to save tabs when nothing has changed.,0,0,0,0.9641664624214172,0.985145092010498,0.9460289478302002,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,95244368,180,"one tiny comment. can you elaborate what this change does? i mean, what internal or external effects does this have on the execution?",0,0,0,0.9762219786643982,0.9240041971206664,0.9760765433311462,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,75877992,165,gogo.,0,0,0,0.9363754987716676,0.9668399691581726,0.7790073156356812,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,76242676,165,one thing that could be fixed i think. the rest is fine.,0,0,0,0.9195516109466552,0.9494346380233764,0.8958730101585388,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,126140719,253,nice work! this mostly works but there are some warnings in terminal about: [code block] and it looks like sensitivity of these actions isn't always set correct (for example for copy),1,1,1,0.9899954795837402,0.9873273968696594,0.9960380792617798,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,126434967,253,works for me!,1,1,0,0.8834253549575806,0.9085758924484252,0.5590394735336304,1.0,accept,majority_agreement,2
elementary/terminal,reviews,478824005,533,works for me! i have not found any documented use of ` ` in bash or vte so :shrug: i am going to approve.,1,1,1,0.6365957260131836,0.9739357829093932,0.9840758442878724,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,488927525,527,let's try `0 9px` for now?,0,0,0,0.9858641028404236,0.9937851428985596,0.992586076259613,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,748206398,557,needs input from the design team as to whether the option is needed and what shortcut is appropriate,0,0,0,0.982311487197876,0.9892047047615052,0.9927694797515868,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1292016946,701,"this mostly looks good, just a few inline comments. i think generally some of these lines are a bit harder to read compared to how they were before. having arguments separated onto different lines for some of these methods that take a bunch of arguments makes it just easier to read at a glance what's happening",0,0,1,0.74757981300354,0.5206695795059204,0.7341039180755615,0.0,accept,majority_agreement,2
elementary/terminal,reviews,1292130179,701,looks solid. nice work!,1,1,1,0.9908610582351683,0.9954130053520204,0.9959014058113098,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,2248975805,772,clean!,0,0,1,0.5087336301803589,0.4478644132614136,0.5598208904266357,0.0,accept,majority_agreement,2
elementary/terminal,reviews,49356087,95,"i have one comment about connecting to the `button_press_signal`, nothing too serious. the change actually works well and fixes mentioned issues. i'm not sure if manually connecting / disconnecting is the right way to resolve this issue though.",0,0,0,0.6276625394821167,0.902961790561676,0.6094738841056824,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,481001256,537,"this works, but i think we should really fix `start_terminal_with_terminal_directory (string? directory)` and/or the functions it calls so that they behave correctly with a `null` working directory. otherwise the parameter should be changed to `string directory` so that this function requires a non-null working directory.",0,0,0,0.9854486584663392,0.9942500591278076,0.9867557287216188,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,584501262,537,"the problem with this is that if you combine the `-w` flag with the `-n` flag, the new window reloads all the tabs from settings. this is not the desired behaviour - the new window should only have a single tab.",0,0,0,0.9468979835510254,0.9602640271186828,0.8416715860366821,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1092167761,680,"hm, i'm not sure about the changes to the searchbar here, especially since if you've opened the searchbar it's now stuck open until the foreground process ends. it also seems like we'll get issue reports about not being able to create or switch tabs while a command is running. i wonder if we should expand the behavior of the current ""natural copy/paste"" toggle to have more of a ""cli app mode"" or have a per-tab option to disable all app shortcuts while the current tab is focused. or just generally something that feels more deliberate.",-1,-1,0,0.5459116697311401,0.6464941501617432,0.7760335206985474,-1.0,accept,majority_agreement,2
elementary/terminal,reviews,87801675,189,lgtm,0,0,0,0.9795994758605956,0.7242414951324463,0.9618706703186036,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,55039162,129,your screenshot looks more nicely than on my system. in my case it looks like checkbox has a margin. ![a link],1,0,1,0.7769985198974609,0.8622360229492188,0.994317591190338,1.0,accept,majority_agreement,2
elementary/terminal,reviews,55058959,129,looks good!,1,1,1,0.9856627583503724,0.9947203397750854,0.983550190925598,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,71605571,157,"works expected, although the app accelerators only need to be set once. files does it in the first window; however, if there are no adverse effects in repeated setting, perhaps this is unnecessary.",0,0,0,0.9871008396148682,0.988947868347168,0.9855062961578368,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,73542709,157,"the function action_about () is no longer used. if it is not intended to reimplement this action then this function should be removed. otherwise, no regressions found.",0,0,0,0.9827494621276855,0.9931667447090148,0.9935429096221924,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,73737053,157,"looks good, no regressions found.",1,0,1,0.6156044602394104,0.8021346926689148,0.5101688504219055,1.0,accept,majority_agreement,2
elementary/terminal,reviews,131355711,275,wfm,0,0,0,0.9574257135391236,0.9373071193695068,0.9788549542427064,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,339989052,447,lgtm. thanks!,1,1,1,0.9743313193321228,0.9928908348083496,0.9850850701332092,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,332224107,435,works great and nice improvement to the zoom level label syncing!,1,1,1,0.991294801235199,0.99573814868927,0.995429277420044,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,530591564,547,this seems to break natural copy - ` c` results in `^c` appearing in the terminal. not immediately obvious why as you have implemented similar code.,0,-1,0,0.9763467311859132,0.664649248123169,0.9864422082901,0.0,accept,majority_agreement,2
elementary/terminal,reviews,707678717,580,nice fix :+1:,1,1,1,0.9821589589118958,0.9923737645149232,0.9970380067825316,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,672424038,589,"i can confirm it fixes the issue, thanks!",1,1,1,0.9736979007720948,0.9886526465415956,0.972695767879486,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,1695668432,740,looks good just some minor copy adjustments,0,1,1,0.547089159488678,0.9058317542076112,0.7629469633102417,1.0,accept,majority_agreement,2
elementary/terminal,reviews,1700268206,740,looks good :rocket:,1,1,1,0.985044240951538,0.9953239560127258,0.9947543144226074,1.0,accept,unanimous_agreement,2
elementary/terminal,reviews,88054099,193,"disapprove. these variables don't make porting to meson more difficult, all this is just as easily accomplishable with meson using `configuration_data` and `configuration_file`.",0,0,0,0.7830138206481934,0.97974294424057,0.9841429591178894,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,90305484,200,"since, at the moment, `application::new_window_with_coords ()` is only called with both the optional parameters ""false"", it would make sense for them to default to false. there is no need to make them optional in the window constructor since only application should create windows and take responsibility for their parameters.",0,0,0,0.986071765422821,0.9953115582466124,0.9918609857559204,0.0,accept,unanimous_agreement,2
elementary/terminal,reviews,90306530,200,thanks.,0,1,0,0.5150366425514221,0.5804154276847839,0.5270382761955261,0.0,accept,majority_agreement,2
