repository,file_type,id,pr_number,body,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason,manual_label
CivMC/Civ,review_comments,1729596739,606,"misleading formatting, the `&&` is on the same line as the previous check but applies to the whole statement; use one of these, depending on intent: [code block] or [code block] also same nit as before: whole statement can be 1-indented",0,0,0,0.9699347615242004,0.99086993932724,0.740473747253418,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729599097,606,"actually, shouldn't it just be [code block] ? was this tested?",0,0,0,0.9840484857559204,0.9932669401168824,0.989330232143402,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729602986,606,"use an arraylist by default, unless you know you benefit from linked lists specifically (unlikely)",0,0,0,0.9719852805137634,0.9881687760353088,0.9869759678840636,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729604956,606,oh it should be [code block] right?,0,0,0,0.9817848205566406,0.9891538023948668,0.9854087233543396,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729608107,606,nit: the ifs can be squished together: [code block] (i also reversed the conditions since a null check should be cheaper than whatever `isair()` is doing,0,0,0,0.9849260449409484,0.9802224040031432,0.9926224946975708,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729756576,606,oops yeah that should be what it is,-1,-1,0,0.8447539806365967,0.4766108393669128,0.9158408641815186,-1.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1729761480,606,"tbh i just tried to make it as similar to the already existing getclicks code as possible, the previous one used linked lists so  ̄\_(ツ)_/ ̄",0,0,0,0.9791783094406128,0.8113642930984497,0.9441763162612916,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729766888,606,awoos passionate hatred for linkedlists can be seen in praxis civ-dev,-1,-1,-1,0.9807664155960084,0.987824320793152,0.9336087107658386,-1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1729948554,606,this is just how intellij formats it soz :loudly_crying_face:,-1,0,-1,0.9883115887641908,0.8875141739845276,0.6625438332557678,-1.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1729951408,606,ahhh,0,-1,0,0.6481319069862366,0.48248490691185,0.6681990027427673,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1729951712,606,as expected of java tooling,0,0,0,0.986586332321167,0.9865695834159852,0.9931858777999878,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1792645174,606,this message should only be sent once (by exiting the loop with break),0,0,0,0.984619677066803,0.9913119077682496,0.9939337372779846,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1792646016,606,"i agree with awoo, you can even pre-size it with new arraylist<>(acidtypes.length())",0,0,0,0.9749147295951844,0.518576979637146,0.9793137907981871,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1792675051,606,its a bit intentional since there could be situations where multiple acid operations could fail but one could still be valid,0,0,0,0.9479499459266664,0.6759933233261108,0.8744595050811768,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1792681366,606,hm ok this is probably fine,0,0,0,0.8091708421707153,0.7151198387145996,0.875220000743866,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1792697699,606,i have killed the linkedlist,0,0,0,0.7172346115112305,0.8027167916297913,0.9896005988121032,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1807560618,606,shouldn't acid blocks be able to affect other acid blocks now? this condition should be consistent with /cti,0,0,0,0.987323760986328,0.9940258264541626,0.9917279481887816,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1843265011,606,should be good now,0,1,0,0.5675919055938721,0.756521463394165,0.6094042658805847,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1534860909,383,needs modifying to account for my comment below.,0,0,0,0.9287132620811462,0.9772192239761353,0.9931816458702089,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1534871556,383,needs updating.,0,0,0,0.9543787837028505,0.9726195335388184,0.9935534000396729,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1534873362,383,"might wanna be more considerate towards users by accepting both uppercase and lowercase, i.e. comparing with .tolowercase() or equivalent.",0,0,0,0.9825443625450134,0.9882665276527404,0.9857777953147888,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1534883975,383,fixed,0,0,0,0.975196123123169,0.9281549453735352,0.920660674571991,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1534887001,383,"or not, ig it's fine.",0,0,0,0.9089823365211488,0.9769592881202698,0.9541825652122498,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1534887013,383,updated,0,0,0,0.968149185180664,0.968669593334198,0.7592994570732117,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500643803,319,ori is gonna love the fact someone else is using final variables,1,1,1,0.970879852771759,0.9896817803382874,0.91180419921875,1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500702137,319,"just keep in mind this is a *global* toggle, so if someone hides banned players in their `/ep showall` window, then everyone else after that will also have banned players hidden. and when someone then unhides them, everyone after that will also see them.",0,0,0,0.9729819893836976,0.9866058230400084,0.9888590574264526,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500702794,319,contruct :],0,0,1,0.9625638127326964,0.8390387892723083,0.9340617656707764,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1500704365,319,"huh, didn't realise. is there a better way to do it then?",0,-1,0,0.654960036277771,0.8735427260398865,0.7115095257759094,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1500707796,319,"you could do something similar to the `cooldowns` map slightly above. or you could make it a player setting and let people toggle it on or off without needing to run `/ep showall`, which might be preferred since it's a particularly taxing command to run. it'll also help with option persistence, as in, you don't need to open `/ep showall` and then re-open it with the toggle, doubling the strain on the server, to see what you want to see.",0,0,0,0.970772385597229,0.9846471548080444,0.9864913821220398,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500964356,319,this could be a hashset,0,0,0,0.9861389994621276,0.9903386235237122,0.9946662187576294,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500975126,319,does this mean that the toggle can only clicked 10 seconds after opening the gui?,0,0,0,0.9832648634910583,0.9917007088661194,0.9923455119132996,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1500997444,319,yes but it will only matter on the rare occasion someone wants to look at banned pearls,0,0,0,0.9557029604911804,0.964940309524536,0.9357110261917114,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501048410,319,updated with the former idea,0,0,0,0.9834627509117126,0.986574113368988,0.9927089214324952,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1501319426,319,this should be !bannedpearltoggle,0,0,0,0.5952091217041016,0.9840030074119568,0.979897439479828,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1903306966,564,extra whitespace?,0,0,0,0.988006830215454,0.9648253917694092,0.9907791614532472,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1903307223,564,i don't believe packets support hashcode? did you check this before using hashset?,0,0,0,0.7300459146499634,0.8454585671424866,0.9880411624908448,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1903313324,564,they seem to.,0,0,0,0.9476472735404968,0.9884232878684998,0.9699733853340148,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798450909,631,error handling here is not necessary since you are now using try-with-resources. this method can just be removed tbh,0,0,0,0.9870617985725404,0.9914235472679138,0.9841800928115844,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798450969,631,[code block] etc for subsequent uses,0,0,0,0.988223910331726,0.992715060710907,0.995381772518158,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798451133,631,[code block] etc,0,0,0,0.9877819418907166,0.9850224852561952,0.9949100613594056,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798451815,631,"you can use executeupdate here and checked if the number of updated rows was 0 or 1 to see if the insert was actually successful. since you are using insert ignore you could be doing nothing (that is, trying to add a warp with the same name as an existing warp) and this method will still return true",0,0,0,0.9845052361488342,0.9916438460350036,0.9945316314697266,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798452074,631,[code block] unique and not null are implied by primary key,0,0,0,0.9886338710784912,0.9899882674217224,0.9956594109535216,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798463382,631,nit: messed up indentation,-1,-1,-1,0.972459614276886,0.9337249994277954,0.9855684638023376,-1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1798463743,631,nit: this entire section is double-indented,0,0,0,0.9817217588424684,0.9693167805671692,0.9808093309402466,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1801697401,631,you don't need to call close here. the connection is automatically closed with try-with-resources,0,0,0,0.9745897650718688,0.9880066514015198,0.9934642910957336,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1801698913,631,can this be made all non-static? global state is difficult to keep track of.,0,0,0,0.9445608258247375,0.9477100372314452,0.9112509489059448,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1964810724,750,what is the point of calling this function twice?,0,0,0,0.9433565139770508,0.977371871471405,0.744797945022583,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1964816210,750,"this is a line of code that took me several hours to write. unfortunately, this is necessary because of the way that minecraft handles knockback and damage. removing this just introduces the bug where you can deal knockback with no cooldwon. i think that paper should be fixing this in 1.21.3 so that may be a better way.",0,0,-1,0.7744114995002747,0.708574116230011,0.7095125913619995,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1931375039,746,i'd argue that the priority should be set to lowest so that the transformation is done as early as possible. any event handlers thereafter would then be deciding based on the amended command.,0,0,0,0.9847399592399596,0.9910250902175904,0.9856051802635192,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1931380285,746,"since you're doing length checks, i'd advocate doing an `indexof()` instead since that's arguably has a more obvious control flow (i can only speak to myself, but i had to look up the documentation for that version of split to see what the second parameter would do). [code block]",0,0,0,0.980152428150177,0.9830809235572816,0.9929717183113098,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1932775999,746,i'm not sure about this one. to me the split makes intuitive sense vs. what you've got there. i'll leave it up to the admins on whether or not they care.,-1,-1,0,0.6074652671813965,0.712118923664093,0.6227230429649353,-1.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1504483244,334,debug print,0,0,0,0.9889692068099976,0.9562515020370485,0.9887174367904664,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1504793761,334,"this is not necessary and can be removed, because this event will only be fired once for a given horse entity (unlike creaturespawnevent)",0,0,0,0.9821826815605164,0.9935871362686156,0.9947524070739746,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1509999528,353,"doesn't this just skip all blocks, not just reinforced ones?",0,0,0,0.9376822710037231,0.9783127307891846,0.9897671341896056,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1510193949,353,no? we do multiple checks on the block first i.e if its air etc before creating the reinforcement,0,0,0,0.9863824844360352,0.9900341629981996,0.9899876713752748,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1511440357,353,"i don't understand, what is this command supposed to do if skipreins is true then?",0,-1,-1,0.923001229763031,0.589743971824646,0.513157308101654,-1.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1512219354,353,"my bad, good catch",-1,-1,-1,0.9704158902168274,0.9897385239601136,0.9896728992462158,-1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536672866,387,"i don't think this is intuitive as a toggle, the command should be something like `/cmc togglechunkmetalogs` or `/cmc chunkmetalogs true`",0,0,0,0.9762271642684937,0.9727762937545776,0.9352356195449828,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536673361,387,"the command shouldn't hold what's effectively global state itself, there should be some dedicated collection of feature flags be it the config, or secondarily derived from the config",0,0,0,0.98579341173172,0.9947803616523744,0.987488567829132,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536675523,387,"we shouldn't be logging with guard conditions like this in modern java, we should be using the appropriate log level and a message supplier to prevent resources spent on extra checks and calculations. this also makes the above command unnecessary. e.g. [code block]",0,0,0,0.9759795665740968,0.993645429611206,0.9887434244155884,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536687519,387,"i did some research into this and there's not really any good options for runtime log configuration like that, and since it's temporary i just went for something easy",0,0,0,0.4945594668388366,0.8621636033058167,0.9497653841972352,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536687590,387,no it shouldn't but it was the easiest option for a very accessory feature,0,0,0,0.965116024017334,0.8975169658660889,0.9599610567092896,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1536687618,387,i'll change that,0,0,0,0.9844842553138732,0.972000777721405,0.9885972142219543,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1498392042,275,you should do the same with all of these components too :],0,-1,1,0.726155161857605,0.5496878623962402,0.9792376756668092,,review,no_majority_disagreement,0
CivMC/Civ,review_comments,1498398531,275,nah,0,0,1,0.9303480386734008,0.9429860711097716,0.6602054238319397,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1509893468,351,"nit: remove newline, the if statement pertains directly to the variable declared above, they're tightly related so they should be tightly visually placed as well.",0,0,0,0.9876070618629456,0.9747565984725952,0.9936823844909668,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1509893482,351,"nit: remove newline, same as above.",0,0,0,0.9839090704917908,0.977238118648529,0.9937884211540222,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1509893567,351,"perhaps turn this into an early return instead of nesting, i.e. `if (destrein == null) { return }`.",0,0,0,0.986393392086029,0.9936051964759828,0.9892451763153076,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1912082177,713,"i know this is for consistency's sake, but do you really want to commit yourself to handling tickets of everyone wanting replacement compactor repair kits? :)",1,1,1,0.982730269432068,0.970331072807312,0.9723157286643982,1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1912082263,713,oh.. right....,-1,0,0,0.548973798751831,0.5174669623374939,0.8210525512695312,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1653792581,547,why not loreline.compact() without component.empty()?,0,0,0,0.9847770929336548,0.987097144126892,0.9911696910858154,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1653875752,547,it's what worked. i'm just going to close this for now because the item issue didn't occur in 1.20.6.,0,0,0,0.9814829230308532,0.898600161075592,0.9911974668502808,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1691553084,570,"this won't find the comment if the build failed, no?",0,0,0,0.9745716452598572,0.9107426404953004,0.9923354983329772,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1691607914,570,yes? but that seems to be the behavior already? it's probably worth adding a check and saying it failed anyway.,0,0,0,0.966257631778717,0.987659752368927,0.9848465919494628,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1699144074,570,"ok so i just confirmed it, because of the conditional statement on line 13, it will never run on a failed build",0,0,0,0.9826067090034484,0.9664036631584167,0.9894825220108032,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1684468526,568,"this is only the case for linux/unix, should be `.\gradlew.bat build` for powershell and i believe `gradlew.bat build` for cmd on windows?",0,0,0,0.9828398823738098,0.9947858452796936,0.9934260845184326,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1691975722,568,"sorry, missed this. powershell and cmd on windows 10 both accept `.\gradlew`",-1,-1,-1,0.9899360537528992,0.9895015358924866,0.9919260144233704,-1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1496981358,262,just thought i'd put this here :p ![a link],1,1,1,0.9837434887886048,0.982568860054016,0.9952789545059204,1.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1496982576,262,"best part about this is, i followed the logic of the promote player command... which doesnt even use this either",0,0,1,0.9535642862319946,0.9132086634635924,0.827470600605011,0.0,accept,majority_agreement,2
CivMC/Civ,review_comments,1496983116,262,civ code d:,0,0,0,0.977882444858551,0.9537980556488036,0.9945926070213318,0.0,accept,unanimous_agreement,2
CivMC/Civ,review_comments,1495161954,239,please don't do wildcard imports,0,0,-1,0.9131776690483092,0.7044551372528076,0.694542646408081,0.0,accept,majority_agreement,2
