id,number,title,user,created_at,merged_at,comments,state,closed_at,deberta_sentiment_label,deberta_confidence
327180500,134,Add custom-screensaver-command to gsettings schema,schachmat,2019-10-11T12:39:08Z,2020-01-13T20:06:37Z,1,closed,2020-01-13T20:06:37Z,0,0.9942382574081421
351560082,141,gnome-wall-clock.c: Fix usage of LC_TIME,Cobinja,2019-12-10T19:28:22Z,,1,closed,2019-12-11T11:33:35Z,0,0.9917823076248169
525987739,174,Bump meson version to 0.50.0,ItzSwirlz,2020-11-23T20:52:29Z,,1,closed,2020-11-25T02:12:36Z,0,0.9930031895637512
556041384,178,gnome-rr.c: remove whitespaces and unused int 'i',ItzSwirlz,2021-01-16T00:28:44Z,,1,closed,2021-02-04T14:48:57Z,0,0.9948614239692688
689986580,196,[WIP] Thumbnail refactoring,ItzSwirlz,2021-07-14T14:55:36Z,,1,closed,2022-06-02T18:17:52Z,0,0.9935543537139893
965018076,207,libcvc/meson.build: fix building with alsa.,mobinmob,2022-06-12T14:42:05Z,2022-06-17T22:05:37Z,1,closed,2022-06-17T22:05:37Z,0,0.9937719702720642
1010939389,213,schemas: Add a new key for locate pointer,JosephMcc,2022-07-28T14:54:15Z,,0,closed,2022-08-13T19:39:34Z,0,0.9955556988716125
16026193,10,Add new key to hold minimum window capacity (wm.preferences),mtwebster,2014-05-18T04:00:09Z,2014-05-20T13:05:01Z,0,closed,2014-05-20T13:05:01Z,0,0.9948347806930542
16020725,9,Added schema for storing notification settings.,StealthOfKing,2014-05-17T14:13:37Z,,0,closed,2014-05-18T03:36:24Z,0,0.9893561005592346
44869942,56,fix xml bg warning,leigh123linux,2015-09-13T09:37:49Z,2015-09-17T16:02:45Z,0,closed,2015-09-17T16:02:45Z,0,0.99052494764328
9627959,4,remove a leftover from copying autogen.sh from nemo,Cobinja,2013-11-03T15:10:50Z,2013-11-03T15:12:03Z,0,closed,2013-11-03T15:12:03Z,0,0.9936056137084961
7844324,1,Remove auto-generated files,dalcde,2013-08-25T12:55:10Z,2013-08-25T13:25:49Z,0,closed,2013-08-25T13:25:49Z,0,0.9935291409492493
8527869,2,Update gnome-wall-clock.c,leigh123linux,2013-09-23T15:21:53Z,2013-10-02T11:58:21Z,0,closed,2013-10-02T11:58:21Z,0,0.978218138217926
11343683,6,Fix for linuxmint/Cinnamon#2803,Frogging101,2014-01-08T23:52:32Z,2014-01-09T01:02:14Z,0,closed,2014-01-09T01:02:15Z,0,0.989930272102356
54853015,58,thumbnail: Fix a code path where the mutex is never unlocked,monsta,2015-12-31T08:21:41Z,2016-01-07T11:51:16Z,0,closed,2016-01-07T11:51:16Z,0,0.9941132664680481
54963774,59,[Experimental] backgrounds: Pull in some upstream changes for GnomeBG,JosephMcc,2016-01-04T11:02:28Z,,0,closed,2016-09-12T19:28:49Z,0,0.9917518496513367
21557668,20,schemas for custom fonts in screensaver pull,corbin-auriti,2014-09-22T03:40:19Z,2014-09-23T08:48:15Z,0,closed,2014-09-23T08:48:15Z,0,0.9937589168548584
23515247,25,Fix some leaks and other stuff,monsta,2014-10-29T08:50:16Z,2014-10-30T10:16:22Z,0,closed,2014-10-30T10:16:22Z,0,0.8762865662574768
23719302,26,Stop build spam,leigh123linux,2014-11-01T13:18:11Z,2015-01-13T10:21:48Z,0,closed,2015-01-13T10:21:48Z,-1,0.6804285049438477
23350899,24,Correct type and initialization for screen_signals,monsta,2014-10-26T12:55:55Z,2014-10-26T13:13:05Z,0,closed,2014-10-26T13:13:05Z,0,0.9943694472312927
23905938,27,changed checking for NULL a bit,monsta,2014-11-05T13:38:07Z,2014-11-05T13:57:17Z,0,closed,2014-11-05T13:57:17Z,0,0.9769516587257385
21785323,22," Translate, fix croatian translation ",muzena,2014-09-25T14:14:17Z,2014-09-26T08:27:43Z,0,closed,2014-09-26T08:27:43Z,0,0.9874122142791748
21773038,21,rename the change-enabled gsettings key to slideshow-paused,JosephMcc,2014-09-25T10:16:59Z,2014-09-25T10:19:01Z,0,closed,2014-09-25T10:19:01Z,0,0.9943022727966309
24161808,28,Add first day of week to org.cinnamon.desktop.interface schema,AlbertJP,2014-11-10T17:17:08Z,2015-05-03T14:21:45Z,0,closed,2015-05-03T14:21:45Z,0,0.9927543997764587
24210231,29,"bumped some deps/build-deps, removed obsolete stuff",monsta,2014-11-11T10:29:39Z,2015-02-08T14:30:39Z,0,closed,2015-02-08T14:30:39Z,0,0.981255054473877
31697201,37,Move window to monitor,jvictormmoreau,2015-03-22T23:10:48Z,2015-05-03T14:07:32Z,0,closed,2015-05-03T14:07:32Z,0,0.9885636568069458
34704342,41,Remove cycle-* keybindings items (already removed in muffin),dalcde,2015-05-05T08:31:59Z,2015-05-05T08:34:20Z,0,closed,2015-05-05T08:34:20Z,0,0.9952057003974915
34711160,42,update debian/control,JosephMcc,2015-05-05T10:18:07Z,2015-05-05T10:39:30Z,0,closed,2015-05-05T10:39:30Z,0,0.9925454258918762
30720513,36,Debian folder fixes and improvements,Fantu,2015-03-08T14:40:45Z,2015-04-30T19:00:34Z,0,closed,2015-04-30T19:00:34Z,0,0.8744157552719116
35321166,45,one more try at fixing gir package dependencies,monsta,2015-05-13T12:27:43Z,,0,closed,2015-05-23T12:45:40Z,0,0.9865376949310303
34813114,44,Remove redundant screensaver gsettings key,dalcde,2015-05-06T12:50:24Z,2015-05-11T09:27:40Z,0,closed,2015-05-11T09:27:40Z,0,0.9920571446418762
36144633,47,Support keybindings to toggle horizontal/vertical maximized state,szeder,2015-05-25T15:03:55Z,,0,closed,2015-05-27T07:20:31Z,0,0.9878211617469788
37009983,52,screensaver schemas: use a default value that exists,dalcde,2015-06-05T08:18:36Z,2015-06-05T10:15:18Z,0,closed,2015-06-05T10:15:18Z,0,0.9938222169876099
68215246,62,Fix possible NULL pointer dereference,f2404,2016-04-28T12:55:23Z,2016-05-10T15:18:12Z,0,closed,2016-05-10T15:18:12Z,0,0.9908135533332825
68215709,63,Fix usage of uninitialized values,f2404,2016-04-28T12:58:46Z,2016-05-10T15:19:10Z,0,closed,2016-05-10T15:19:10Z,0,0.9895808100700378
71606824,66,avoid some compiler warnings,brownsr,2016-05-26T19:01:21Z,2016-05-31T09:07:56Z,0,closed,2016-05-31T09:07:56Z,0,0.9839388728141785
71604117,65,avoid some warning messages,brownsr,2016-05-26T18:43:14Z,2016-05-31T09:07:44Z,0,closed,2016-05-31T09:07:44Z,0,0.9675941467285156
26139341,32,added missed entries in POTFILES.in,Fantu,2014-12-16T11:27:14Z,2014-12-16T11:28:38Z,0,closed,2014-12-16T11:28:38Z,0,0.9930421113967896
25861205,31,correct errors detected by scan-build,brownsr,2014-12-10T22:32:24Z,2015-02-08T14:32:53Z,0,closed,2015-02-08T14:32:53Z,0,0.981849730014801
26413297,33,Add schemas for notification timeouts,corbin-auriti,2014-12-20T07:03:25Z,,0,closed,2015-03-30T02:09:19Z,0,0.9947032332420349
19248517,16,Add schemas for custom screensaver clock,corbin-auriti,2014-08-02T18:39:45Z,2014-09-09T08:42:04Z,0,closed,2014-09-09T08:42:04Z,0,0.9921179413795471
19707159,17,Save mtwebster from roj bug reports by moving zoom keys to their proper ...,corbin-auriti,2014-08-13T06:38:53Z,,0,closed,2014-08-15T17:13:34Z,0,0.9899536371231079
20266046,19,Add new keys for the background slideshow,JosephMcc,2014-08-25T19:24:31Z,2014-09-23T09:00:43Z,0,closed,2014-09-23T09:00:43Z,0,0.9913598895072937
27958227,35,Added screensaver gsettings,dalcde,2015-01-23T21:48:20Z,2015-05-05T08:57:26Z,0,closed,2015-05-05T08:57:26Z,0,0.9893264770507812
90163477,77,fix fsf address,leigh123linux,2016-10-20T09:28:41Z,2016-10-24T14:08:32Z,0,closed,2016-10-24T14:08:32Z,0,0.9919562339782715
85293996,74,Make AX_ macros optional,maxyz,2016-09-14T19:56:19Z,2016-09-15T13:49:21Z,0,closed,2016-09-15T13:49:21Z,0,0.9937491416931152
85043450,73,hack the path as the macro doesn't work,leigh123linux,2016-09-13T13:01:09Z,2016-09-14T10:41:04Z,0,closed,2016-09-14T10:41:04Z,0,0.9658723473548889
85041130,72,There is no need for this as there are no docs,leigh123linux,2016-09-13T12:45:45Z,2016-09-14T10:37:04Z,0,closed,2016-09-14T10:37:04Z,0,0.9917985200881958
85040316,71,Delete COPYING-DOCS,leigh123linux,2016-09-13T12:40:01Z,2016-09-13T12:45:06Z,0,closed,2016-09-13T12:45:06Z,0,0.9357473254203796
118131090,89,Disable accountsservice background as it's ubuntu only,leigh123linux,2017-04-28T11:15:24Z,,0,closed,2017-05-03T11:06:04Z,0,0.9909452199935913
118144398,90,Add detection for accountsservice background as it's ubuntu only,leigh123linux,2017-04-28T12:44:20Z,2017-05-03T11:10:28Z,0,closed,2017-05-03T11:10:28Z,0,0.9945953488349915
116989515,88,remove aclocal from autogen,leigh123linux,2017-04-21T13:50:05Z,2017-04-26T10:32:14Z,0,closed,2017-04-26T10:32:14Z,0,0.9943640232086182
114553746,85,schemas: Add some new keys for High Contrast,JosephMcc,2017-04-06T09:09:01Z,2017-04-06T10:32:34Z,0,closed,2017-04-06T10:32:34Z,0,0.9941262006759644
114975903,86,gvc-mixer-control: fix double-free when setting headset,brownsr,2017-04-09T07:09:12Z,2017-04-10T10:33:06Z,0,closed,2017-04-10T10:33:06Z,0,0.9928863644599915
114975927,87,gvc-mixer-control: fix reference being leaked,brownsr,2017-04-09T07:09:59Z,2017-04-10T10:35:09Z,0,closed,2017-04-10T10:35:09Z,0,0.9897003173828125
122879855,92,Use logind for default,leigh123linux,2017-05-29T11:49:45Z,2017-10-13T09:32:35Z,0,closed,2017-10-13T09:32:35Z,0,0.9916548728942871
97753146,84,remove pam leftovers,leigh123linux,2016-12-13T13:43:14Z,2016-12-13T13:58:17Z,0,closed,2016-12-13T13:58:18Z,0,0.9926395416259766
92768421,78,Update PAM for Fedora selinux,leigh123linux,2016-11-08T12:27:11Z,2016-11-23T11:08:53Z,0,closed,2016-11-23T11:08:53Z,0,0.9881044030189514
144820553,97,Trivial syntax fixes to support python3.,troycurtisjr,2017-10-05T03:11:57Z,2017-10-13T09:34:10Z,0,closed,2017-10-13T09:34:10Z,0,0.9887741804122925
155795019,100,Notifications: Add bottom position option,jaszhix,2017-12-01T06:57:57Z,2018-02-18T13:12:14Z,0,closed,2018-02-18T13:12:14Z,0,0.9929980039596558
185691412,115,Add key binding setting for showing desklets,jaszhix,2018-05-03T11:49:38Z,2018-05-04T11:20:21Z,0,closed,2018-05-04T11:20:21Z,0,0.9950364232063293
184490872,113,Fix pkgconfig version and fix spacing,Soapux,2018-04-26T23:38:41Z,2018-05-06T14:36:41Z,0,closed,2018-05-06T14:36:41Z,0,0.9917126893997192
187605021,116,Update style of meson build options,Soapux,2018-05-12T05:06:39Z,2018-10-30T12:30:21Z,0,closed,2018-10-30T12:30:21Z,0,0.9923869371414185
178214159,109,gnome-bg: proper fix for NULL gvariant unref,itzexor,2018-03-29T02:49:07Z,2018-04-16T11:21:08Z,0,closed,2018-04-16T11:21:09Z,0,0.9929763674736023
174136196,106,gnome-bg: don't unref NULL gvariant,itzexor,2018-03-09T23:52:46Z,2018-03-14T12:59:37Z,0,closed,2018-03-14T12:59:37Z,0,0.9936394095420837
238932032,123,Update slovak translation,prescott66,2018-12-15T20:59:58Z,2019-01-22T10:15:37Z,0,closed,2019-01-22T10:15:37Z,0,0.9791839122772217
251666853,126,Update for meson changes,leigh123linux,2019-02-09T10:40:49Z,2019-02-09T10:51:38Z,0,closed,2019-02-09T10:51:38Z,0,0.9804039597511292
266033585,127,Remove legacy migration script from cinnamon 2.4,eli-schwartz,2019-03-31T18:19:35Z,2019-04-01T08:36:01Z,0,closed,2019-04-01T08:36:01Z,0,0.9926203489303589
266033645,128,Meson deprecations,eli-schwartz,2019-03-31T18:20:31Z,2019-06-14T11:42:02Z,0,closed,2019-06-14T11:42:02Z,0,0.9847344160079956
