id,number,title,state,merged_at,distilbert_sentiment_label,codebert_sentiment_label,deberta_sentiment_label,distilbert_confidence,codebert_confidence,deberta_confidence,majority_label,final_decision,decision_reason
587187802,8621,Sharded pubsub implementation,closed,2022-01-03T00:54:47Z,0,0,0,0.9881298542022704,0.9870247840881348,0.9835916757583618,0,accept,unanimous_agreement
762179279,9656,Auto-generate the command table from JSON files,closed,2021-12-15T19:23:15Z,0,0,0,0.9884633421897888,0.9899592995643616,0.993629276752472,0,accept,unanimous_agreement
1179001907,11659,Custom authentication for Modules,closed,2023-03-15T22:18:42Z,0,0,0,0.9880340695381165,0.9908249974250792,0.9938583970069884,0,accept,unanimous_agreement
746852127,9572,Sort out the mess around writable replicas and lookupKeyRead/Write,closed,2021-11-28T09:26:29Z,0,0,0,0.9613118171691896,0.88616544008255,0.9867510199546814,0,accept,unanimous_agreement
2274220370,13740,Add internal connection and command mechanism,closed,2025-02-05T09:48:08Z,0,0,0,0.9880679249763488,0.9916519522666932,0.9946635961532592,0,accept,unanimous_agreement
791825176,9872,Wait for replicas when shutting down,closed,2022-01-02T07:50:15Z,0,0,0,0.9661265015602112,0.961916446685791,0.9894452691078186,0,accept,unanimous_agreement
900609526,10536,Introduce Shard IDs to logically group nodes in cluster mode,closed,2022-11-17T03:24:18Z,0,0,0,0.9866037368774414,0.9930766820907592,0.9928682446479796,0,accept,unanimous_agreement
675270696,9127,Add stream consumer group lag tracking and reporting,closed,2022-02-23T20:34:58Z,0,0,0,0.9862433075904846,0.9889726042747498,0.9918113946914672,0,accept,unanimous_agreement
820750162,10108,Command info module API,closed,2022-02-04T19:09:37Z,0,0,0,0.9860299229621888,0.980244278907776,0.9931828379631042,0,accept,unanimous_agreement
1142128764,11568,Support for RM_Call on blocking commands,closed,2023-03-16T12:04:32Z,0,0,0,0.987829327583313,0.9904909133911132,0.993908166885376,0,accept,unanimous_agreement
1288422918,11963,Add basic eventloop latency measurement.,closed,2023-05-12T17:13:16Z,0,0,0,0.9869111776351928,0.9906072616577148,0.9944354295730592,0,accept,unanimous_agreement
785706732,9822,introduce dynamic client reply buffer size - save memory on idle clients,closed,2022-02-22T09:19:39Z,0,0,0,0.9873177409172058,0.9933791160583496,0.9938739538192748,0,accept,unanimous_agreement
1623708200,12822,Refactor the per-slot dict-array db.c into a new kvstore data structure,closed,2024-02-05T15:21:35Z,0,0,0,0.9889593124389648,0.994426965713501,0.9929842948913574,0,accept,unanimous_agreement
745794646,9564,Cluster human readable nodename feature ,closed,2023-06-18T04:16:52Z,0,0,0,0.9853938817977904,0.9918835163116456,0.9912342429161072,0,accept,unanimous_agreement
898376761,10515,Reimplement cli hints based on command arg docs,closed,2023-03-30T16:03:56Z,0,0,0,0.989359974861145,0.9918481111526488,0.993998885154724,0,accept,unanimous_agreement
994439132,10966,Add RM_SetContextUser to support acl validation in RM_Call (and scripts),closed,2022-09-22T13:29:00Z,0,0,0,0.9893817901611328,0.9947522878646852,0.99492609500885,0,accept,unanimous_agreement
379148615,6929,"Adds new pop-push commands (LMOVE, BLMOVE)",closed,2020-10-08T05:33:18Z,0,0,0,0.9871042370796204,0.9895333647727966,0.993895947933197,0,accept,unanimous_agreement
598926411,8687,Client eviction,closed,2021-09-23T11:02:16Z,0,0,0,0.7250596880912781,0.9571014046669006,0.8315371870994568,0,accept,unanimous_agreement
375590056,6891,Make INFO command variadic ,closed,2022-02-08T11:14:43Z,0,0,0,0.987842321395874,0.98738431930542,0.9952402114868164,0,accept,unanimous_agreement
545244953,8242,"Use FD_CLOEXEC in Sentinel, so that FDs don't leak to the scripts it runs",closed,2021-01-19T20:57:31Z,0,0,0,0.9880213141441344,0.9885691404342652,0.9919592142105104,0,accept,unanimous_agreement
749819424,9601,Add sanitizer support and clean up sanitizer findings,closed,2021-11-11T11:51:34Z,0,0,0,0.9829018115997314,0.9925165772438048,0.9881988763809204,0,accept,unanimous_agreement
1822355948,13209,Hash Field Expiration - listpack support ,closed,2024-05-08T20:11:32Z,0,0,0,0.9884832501411438,0.9942179918289183,0.9916293025016784,0,accept,unanimous_agreement
1358902358,12209,improve performance for scan command when matching pattern or data type,closed,2023-06-27T13:43:46Z,0,0,0,0.9783992171287536,0.990450918674469,0.9861407279968262,0,accept,unanimous_agreement
794565109,9890,Sort out mess around propagation and MULTI/EXEC,closed,2021-12-22T22:03:48Z,-1,0,0,0.5050737857818604,0.9024590849876404,0.9768778085708618,0,accept,majority_agreement
850963818,10293,Add cluster shards support.,closed,2022-03-16T01:24:41Z,0,0,0,0.9855235815048218,0.9898776412010192,0.9939804077148438,0,accept,unanimous_agreement
1851879005,13243,Hfe serialization listpack,closed,2024-05-17T10:27:02Z,0,0,0,0.9888518452644348,0.9908917546272278,0.9920565485954284,0,accept,unanimous_agreement
738186202,9530,Clusterbus extensions and hostname support,closed,2022-01-03T03:48:30Z,0,0,0,0.9877808094024658,0.9925744533538818,0.9920990467071532,0,accept,unanimous_agreement
1457933869,12453,Print stack trace from all threads in crash report,closed,2023-09-24T06:47:24Z,0,0,0,0.9882546663284302,0.9887370467185974,0.9847389459609984,0,accept,unanimous_agreement
1061599600,11290,Listpack encoding for sets,closed,2022-11-09T17:50:08Z,0,0,0,0.988508403301239,0.9747502207756042,0.9935463070869446,0,accept,unanimous_agreement
801389568,9938,Add FUNCTION DUMP and RESTORE.,closed,2021-12-26T07:03:37Z,0,0,0,0.9830909371376038,0.9914154410362244,0.9946064352989196,0,accept,unanimous_agreement
548875985,8288,Add modules API for streams,closed,2021-01-28T14:19:43Z,0,0,0,0.9867905974388124,0.9894950985908508,0.9943388104438782,0,accept,unanimous_agreement
1558171744,12658,Fix async safety in signal handlers,closed,2023-11-23T11:22:20Z,0,0,0,0.9868462085723876,0.9877610206604004,0.9905491471290588,0,accept,unanimous_agreement
784565137,9812,"Remove EVAL script verbatim replication, propagation, and deterministic execution logic",closed,2021-12-21T06:32:42Z,0,0,0,0.9843234419822692,0.9909340143203736,0.989191234111786,0,accept,unanimous_agreement
1627005706,12826,redis-cli --keystats and --keystats-samples with --top and --cursor,closed,2024-05-25T07:59:27Z,0,0,0,0.9886793494224548,0.9915485978126526,0.9918259382247924,0,accept,unanimous_agreement
649804082,8974,Use madvise(MADV_DONTNEED) to release memory to reduce COW,closed,2021-08-04T20:01:46Z,0,0,0,0.9842153191566468,0.989066243171692,0.9950424432754515,0,accept,unanimous_agreement
780137060,9780,Redis Function,closed,2021-12-02T19:41:58Z,0,0,0,0.9859784245491028,0.9838380813598632,0.9892170429229736,0,accept,unanimous_agreement
702163067,9309,Adding ACL support for modules,closed,2021-09-23T05:52:56Z,0,0,0,0.9879158735275269,0.9903990030288696,0.9940779209136964,0,accept,unanimous_agreement
802079380,9940,Reuse temporary client objects for blocked clients by module,closed,2022-01-11T17:00:57Z,0,0,0,0.980529248714447,0.9901335835456848,0.9928640127182008,0,accept,unanimous_agreement
1048645265,11248,Reclaim page cache of RDB file,closed,2023-02-12T07:23:30Z,0,0,0,0.9816907048225404,0.9890323877334596,0.9944243431091307,0,accept,unanimous_agreement
569890807,8474,Always replicate TTLs as absolute timestamps in milliseconds,closed,2021-05-30T06:20:32Z,0,0,0,0.98714417219162,0.9901667833328248,0.9917197227478028,0,accept,unanimous_agreement
543163619,8217,Added Errorstats info section to enable keeping track of the different errors that occur within Redis; Added failed_calls to commandstats,closed,2020-12-31T14:53:44Z,0,0,0,0.9868071675300598,0.993907630443573,0.9892099499702454,0,accept,unanimous_agreement
815228000,10061,Adapt redis-check-aof tool for Multi Part Aof,closed,2022-02-17T06:13:28Z,0,0,0,0.9836283922195436,0.9871767163276672,0.9931366443634032,0,accept,unanimous_agreement
824806482,10127,sub-command support for ACL CAT and COMMAND LIST. redisCommand always stores fullname,closed,2022-01-23T08:05:07Z,0,0,0,0.9882192611694336,0.9929954409599304,0.991205871105194,0,accept,unanimous_agreement
708456251,9356,Slot-to-keys using dict entry metadata,closed,2021-08-31T06:25:36Z,0,0,0,0.989567220211029,0.9933246970176696,0.9945974349975586,0,accept,unanimous_agreement
1036644018,11193,Client pause write during OOM and pending lazyfree jobs,closed,,0,0,0,0.9762125611305236,0.9837517738342284,0.9588525891304016,0,accept,unanimous_agreement
806030030,9963,Adding module api for processing commands during busy jobs and allow flagging the commands that should be handled at this status,closed,2022-01-20T07:05:53Z,0,0,0,0.9875416159629822,0.9923161268234252,0.9912346601486206,0,accept,unanimous_agreement
1621088077,12817,Fix race condition issues between the main thread and module threads,closed,2024-01-19T13:12:50Z,0,0,0,0.979442536830902,0.9807950854301452,0.988025963306427,0,accept,unanimous_agreement
774961059,9748,Multiparam config set,closed,2021-12-01T08:15:11Z,0,0,0,0.9880260825157166,0.977053701877594,0.9949803948402404,0,accept,unanimous_agreement
810027466,10004,Redis Function Libraries,closed,2022-01-06T11:39:39Z,0,0,0,0.987902045249939,0.977377474308014,0.9930056929588318,0,accept,unanimous_agreement
1038910243,11199,Module API to allow writes after key space notification hooks,closed,2022-11-24T17:00:04Z,0,0,0,0.9886304140090942,0.9933162331581116,0.9943785071372986,0,accept,unanimous_agreement
553755480,8315,implement FAILOVER command,closed,2021-01-28T21:18:06Z,0,0,0,0.9824474453926086,0.9782625436782836,0.9931516647338868,0,accept,unanimous_agreement
535575244,8170,Add support for client pause WRITE,closed,2021-01-08T07:36:54Z,0,0,0,0.9875671863555908,0.9900942444801332,0.9937384128570556,0,accept,unanimous_agreement
813056386,10043,redis-cli generates command help tables from the results of COMMAND ,closed,2022-02-05T14:54:17Z,0,0,0,0.98792564868927,0.994364619255066,0.992980182170868,0,accept,unanimous_agreement
554150785,8324,A better approach for COMMAND INFO for movablekeys commands,closed,2021-09-15T08:10:29Z,0,0,0,0.9686741828918456,0.983365833759308,0.9909790754318236,0,accept,unanimous_agreement
1666183056,12913,Add overhead of all DBs and rehashing dict count to info.,closed,2024-03-01T05:41:25Z,0,0,0,0.983669102191925,0.9866530299186708,0.990047812461853,0,accept,unanimous_agreement
1196070262,11708,Module commands to have ACL categories.,closed,2023-03-21T17:07:12Z,0,0,0,0.987922728061676,0.9930424690246582,0.9939193725585938,0,accept,unanimous_agreement
1354035448,12192,replica redirect read&write to master in standalone mode,closed,,0,0,0,0.9889744520187378,0.9898316860198976,0.9956325888633728,0,accept,unanimous_agreement
554507365,8327,"GETEX, GETDEL and SET PXAT/EXAT",closed,2021-01-27T17:47:27Z,0,0,0,0.9879952073097228,0.98574036359787,0.9935844540596008,0,accept,unanimous_agreement
1151659968,11595,Key as dict entry - memory optimization for sets,closed,2023-01-20T16:45:30Z,0,0,0,0.989006519317627,0.991759717464447,0.989007830619812,0,accept,unanimous_agreement
24633999,2143,Quicklist (linked list + ziplist),closed,2015-01-08T08:51:55Z,0,0,0,0.9836151003837584,0.9894418716430664,0.987594485282898,0,accept,unanimous_agreement
1436789105,12416, Add modules API for set,closed,,0,0,0,0.987316906452179,0.989186704158783,0.9943813681602478,0,accept,unanimous_agreement
735251652,9511,Implement anetPipe() to combine creating pipe and setting flags,closed,2021-10-06T13:08:14Z,0,0,0,0.9875149726867676,0.9944331049919128,0.994413673877716,0,accept,unanimous_agreement
1530019827,12611,Fix compile on macOS 13,closed,2023-10-08T08:12:50Z,0,0,0,0.9872960448265076,0.9625364542007446,0.9721668362617492,0,accept,unanimous_agreement
779788134,9774, Introduce memory management on cluster link buffers,closed,2021-12-17T05:56:59Z,0,0,0,0.9872422218322754,0.9930832386016846,0.9913657903671264,0,accept,unanimous_agreement
2117585366,13592,Add KEYSIZES section to INFO,closed,2024-10-29T11:07:26Z,0,0,0,0.9886447191238404,0.9928610920906068,0.992672085762024,0,accept,unanimous_agreement
657434859,9003,Fix the wrong reisze of querybuf,closed,2021-06-15T11:46:19Z,0,0,0,0.8057674765586853,0.8266407251358032,0.9658560156822203,0,accept,unanimous_agreement
1273011481,11907,Add support for pubsub channel subscribers information,closed,,0,0,0,0.9837733507156372,0.9914037585258484,0.9804378747940063,0,accept,unanimous_agreement
1593900804,12742,"Cluster refactor, common API for different implementations",closed,2023-11-22T07:31:20Z,0,0,0,0.9863858222961426,0.9855544567108154,0.9919081330299376,0,accept,unanimous_agreement
918307104,10636,Add warning for suspected slow system clocksource setting,closed,2022-05-22T14:10:31Z,0,0,0,0.9853004813194276,0.9364288449287416,0.9846787452697754,0,accept,unanimous_agreement
995154099,10969,Fix replication inconsistency on modules that uses key space notifications,closed,2022-08-18T07:16:32Z,0,0,0,0.9630863070487976,0.987337291240692,0.9909708499908448,0,accept,unanimous_agreement
940116112,10747,"Add MKGROUP option for XPENDING, XREADGROUP, XCLAIM and XAUTOCLAIM commands for the case if the group doesn't already exist.",closed,,0,0,0,0.9890782237052916,0.993740737438202,0.9947794675827026,0,accept,unanimous_agreement
655629878,8999,Enhance mem_usage/free_effort/unlink/copy callbacks and add GetDbFromIO Api.,closed,2021-06-16T06:45:49Z,0,0,0,0.9854606986045836,0.9930821061134338,0.9936791062355042,0,accept,unanimous_agreement
1880317399,13285,HFE to support AOF and replicas,closed,2024-05-29T11:47:48Z,0,0,0,0.9855079054832458,0.9913544058799744,0.9893332123756408,0,accept,unanimous_agreement
1295775663,11982,Use dummy allocator to make accesses defined as per standard,closed,2023-04-10T17:38:41Z,0,0,0,0.9853674173355104,0.9928839206695556,0.9938250780105592,0,accept,unanimous_agreement
1932195297,13359,optimize bitcount command using popcnt,closed,2024-10-17T01:13:19Z,0,0,0,0.988556444644928,0.9837056398391724,0.9941362142562866,0,accept,unanimous_agreement
527452809,8094,Add  GEOSEARCH/GEOSEARCHSTORE command,closed,2020-12-12T00:21:05Z,0,0,0,0.9885072708129884,0.99314546585083,0.9934418201446532,0,accept,unanimous_agreement
1788564838,13169,"Revert ""Change license from BSD-3 to dual RSALv2+SSPLv1""",closed,,0,0,0,0.9796908497810364,0.994339406490326,0.99490487575531,0,accept,unanimous_agreement
46698187,2795,Add NX/XX/GT/LT options to EXPIRE command group,closed,2021-08-02T05:57:49Z,0,0,0,0.9878873825073242,0.9931341409683228,0.9944538474082948,0,accept,unanimous_agreement
509387440,7953,Add COPY command,closed,2020-11-17T10:03:05Z,0,0,0,0.9886059165000916,0.987200140953064,0.9939805269241332,0,accept,unanimous_agreement
503780432,7912,"Modules callbacks for lazy free effort, and unlink",closed,2020-11-16T08:34:04Z,0,0,-1,0.9089730978012084,0.9839951395988464,0.7556309700012207,0,accept,majority_agreement
