id,pr_number,user,submitted_at,state,body,deberta_sentiment_label,deberta_confidence
502245667,9001,junrao,2020-10-05T18:10:02Z,COMMENTED,: thanks for the updated pr. just a few more comments below.,1,0.9382937550544739
503126954,9001,junrao,2020-10-06T16:02:59Z,APPROVED,: thanks for the latest pr. lgtm. is the test failure in jdk 15 related to this pr?,1,0.975059986114502
503435680,9001,abbccdda,2020-10-06T23:51:06Z,APPROVED,"lgtm, thanks for the great work!",1,0.9955143332481384
22856648,2476,becketqin,2017-02-21T02:41:41Z,COMMENTED,"thanks for the patch. left some comments. it looks the patch again has conflicts with trunk. to avoid frequent rebase, let's finish a few iteration of reviews before we rebase.",1,0.9664217233657837
23909758,2476,becketqin,2017-02-27T06:11:04Z,COMMENTED,sorry for the delayed reply. i made another pass and left some comments.,-1,0.9908854365348816
24464527,2476,ijuma,2017-03-01T13:26:08Z,COMMENTED,"thanks for the pr. i looked briefly and i left a few comments. in addition, i'm wondering about the naming of the method. is there a reason why we call it `purge` instead of `delete`? we use the latter in many other contexts. also, i noticed that the api is called `purge` where the command and method have `data` in the name. finally, the user-facing api has the `before` suffix. is the idea that we will eventually have other `purge` (or `delete`) methods? i should have raised these questions in the kip, so sorry about that. still, if we decide to change anything, better to do it before we merge the code.",1,0.957761287689209
25687702,2476,junrao,2017-03-08T03:09:58Z,COMMENTED,: thanks for the patch. left some comments below.,1,0.9251350164413452
27451087,2476,becketqin,2017-03-17T02:18:45Z,COMMENTED,"thanks for the patch. i made another pass and left some comments. also, can we add a unit test for starting offset checkpoint?",1,0.9588227868080139
27761750,2476,junrao,2017-03-20T05:34:20Z,COMMENTED,: thanks for the patch. made another pass and the following are some comments.,1,0.9497275352478027
28569809,2476,junrao,2017-03-23T16:28:33Z,COMMENTED,: thanks for the updated patch. a few more quick comments below.,1,0.9567636251449585
29019860,2476,junrao,2017-03-24T22:10:54Z,COMMENTED,": thanks for the patch. looks good to me other than the following few more comments. sorry, but you have to rebase now.",1,0.9818617105484009
29100514,2476,junrao,2017-03-27T20:15:05Z,COMMENTED,": thanks for rebasing. made another pass. there are a few more minor comments. another thing that i was thinking is how logstartoffset is maintained with respect to log cleaning. during log cleaner, we could remove all messages in the first segment. however, there doesn't seem to be logic for advancing logstartoffset in log.replacesegments(), which the log cleaner calls.",1,0.9562689065933228
29350240,2476,becketqin,2017-03-28T05:02:46Z,COMMENTED,thanks for the patch. lgtm except a very rare corner case.,1,0.9347515106201172
24642608,2614,junrao,2017-03-06T19:09:27Z,COMMENTED,: thanks for the patch. looks good overall. made a pass of non-test files and added some comments.,1,0.9908348321914673
26262668,2614,ijuma,2017-03-10T13:04:27Z,COMMENTED,i left a few comments. i didn't review the message format changes themselves since you are about to do a bunch of renames and a trunk merge (i assume). probably best to review after that.,0,0.9795823097229004
26888981,2614,junrao,2017-03-15T05:00:11Z,COMMENTED,: thanks for the patch. a few more comments.,1,0.9418283700942993
27402407,2614,junrao,2017-03-16T18:24:10Z,COMMENTED,: just a few quick comments.,0,0.9090763926506042
27376662,2614,ijuma,2017-03-16T22:38:50Z,COMMENTED,"looking pretty good. i have left a few comments (still going through the more complex parts). one question: what's our plan regarding system tests? `upgrade_test.py` and `message_format_change_test.py` need to be updated to take into account that there are 3 message format versions now, for example.",1,0.9189714193344116
27499023,2614,junrao,2017-03-17T04:27:17Z,COMMENTED,: thanks for the patch. a few more comments.,1,0.9418283700942993
27834344,2614,ijuma,2017-03-20T14:51:29Z,COMMENTED,a few more comments. note that i'm ok with addressing the less important ones in subsequent prs if that's easier.,0,0.8577890992164612
27997048,2614,ijuma,2017-03-21T14:56:45Z,COMMENTED,next batch of comments. i think i'm close to the end now.,0,0.8705955147743225
28276005,2614,apurvam,2017-03-22T00:58:01Z,COMMENTED,"i compiled the perf numbers for this patch, results available here: [a link] there is no observable regression on produce or consume at varying message sizes, with different workloads, on different machines. we do see significant on disk savings at smaller message sizes. given the nature of the tests, i think the margin of error in throughput results is 10%. results which show a difference of more than 10% should be treated with a grain of salt: they generally don't reproduce across runs. we see consistent producer side performance improvements at small sizes, correlated with lower produce request size. we see general consume side improvements, but there is no pattern and we can't really explain the behavior. also there is variation across runs. so i think we should make no claims about any improvements on the consume side.",0,0.9414401054382324
28288520,2614,ijuma,2017-03-22T03:51:08Z,COMMENTED,"a few comments on `logvalidator`. important question: is it right that we don't call `batch.ensurevalid()`? oh, i see, we do it in `log.analyzeandvalidaterecords`. seems like that method should be in `logvalidator` too. a future clean-up. edit: i deleted most comments as i either figured out the answer or included it in my minor pr.",0,0.8671132326126099
28365653,2614,ijuma,2017-03-22T15:28:47Z,APPROVED,"i finally have gone through the whole diff. :) lgtm to merge if the system tests pass. i have made a few notes of follow-up changes (most are not time sensitive although a couple are) and will file jiras in the next few days. while going through the changes, i put together some minor improvements and some additional tests: [a link] we can merge it to this pr or to trunk subsequently depending on your preference.",1,0.9955772161483765
28298772,2614,junrao,2017-03-22T17:07:13Z,COMMENTED,: thanks for the patch. lgtm. just a few minor comments.,1,0.9774930477142334
28761442,2614,ijuma,2017-03-23T20:20:26Z,COMMENTED,"thanks, fix looks good. some minor comments.",1,0.9843165874481201
28991991,2614,ijuma,2017-03-24T19:29:44Z,APPROVED,"thanks for running the system tests. latest updates lgtm too. will merge to trunk shortly. this is an impressive pr, well done. :) also, kudos to jun for his detailed review. i took notes of follow-up work and will file a few jiras in the next few days. , please update the kip page to include the updates that we did during the pr review.",1,0.9969010353088379
63472595,3874,junrao,2017-09-20T00:21:15Z,COMMENTED,: thanks for the patch. made a pass of all non-testing files. looks good overall. a few comments below.,1,0.9896535277366638
64082993,3874,junrao,2017-09-20T23:53:10Z,COMMENTED,: thanks for the updated patch. a few more comments.,1,0.9535468220710754
64425739,3874,junrao,2017-09-22T00:41:58Z,COMMENTED,: thanks for the updated patch. made a pass of all files and left some more comments.,1,0.9630773663520813
66600495,3874,junrao,2017-10-03T00:19:59Z,COMMENTED,": thanks for the updated patch. left a few more comments. also, sequencing wise, we probably want to fix your other pr 3820 before this one?",1,0.9786093235015869
66634580,3874,ijuma,2017-10-03T01:32:09Z,COMMENTED,i had a quick look at the `log` changes and left some comments.,0,0.9867392778396606
67496934,3874,junrao,2017-10-06T00:27:54Z,COMMENTED,: thanks for the new updates. a few more comments.,1,0.9713630676269531
68450541,3874,junrao,2017-10-11T00:41:15Z,COMMENTED,: thanks for the latest patch. just a few more comments.,1,0.9540795683860779
68779239,3874,junrao,2017-10-11T23:49:36Z,COMMENTED,": thanks for the latest patch. just a few more minor comments. also, kicked off a system test on the branch.",1,0.9750248789787292
69316575,3874,junrao,2017-10-13T22:07:17Z,COMMENTED,: thanks for the patch. a few more minor comments. also kicked off another run of system test.,1,0.9733800888061523
232669403,5527,vvcephei,2019-05-01T20:01:07Z,COMMENTED,"hey! i've made a fractional pass, and ran out of time, so i'm sending my comments so far.",1,0.9873537421226501
234220695,5527,vvcephei,2019-05-10T14:47:22Z,COMMENTED,"hi , what's the status of this pr? it seems there was some hanging discussion... here's another very small batch of review comments:",0,0.9729466438293457
238581384,5527,bellemare,2019-05-16T19:13:19Z,COMMENTED,"i will go back through it and clean up the comments, the commented-out code, etc. as it stands currently though, it does have a few issues that i have highlighted that i would love to get some specific feedback on.",0,0.5099503397941589
252549428,5527,vvcephei,2019-06-20T22:21:57Z,COMMENTED,"hey , i'm really sorry that it took me so long to get you a real review. i haven't looked super hard at the ast graph wiring stuff or the tests. i just wanted to focus on the logic in the first pass. really nice work overall tackling a super complex piece of logic. i mentioned a range of concerns, some more important than others. i think the only one that would result in a large amount of work is that i found the logic around prefix scan to be a bit concerning. but i can also see how you might be ""trapped"". please let me know if you are out of ideas, and i can spend some time kicking it around to see if i get any inspiration. but please don't let my comments take away from the awesome job you've done.",-1,0.6940739154815674
281082113,5527,cpettitt-confluent,2019-08-28T22:52:45Z,COMMENTED,"initial pass. i'm relatively new to the topology stuff, so i hope you get a review from someone else there. also, my eyes started glazing over as i got to the tests. i would be happy to do a pass on them when we get the code in good shape, but don't want to hold up getting you some immediate feedback.",1,0.8097988963127136
284290098,5527,bbejeck,2019-09-10T19:24:11Z,COMMENTED,thanks for all the hard work on this! i've made a pass and overall looks good.,1,0.9947369694709778
290693564,5527,bbejeck,2019-09-19T16:32:26Z,COMMENTED,"thanks for the update , overall looks good, just one minor nit.",1,0.98209547996521
296419483,5527,bbejeck,2019-10-02T17:56:49Z,APPROVED,lgtm,0,0.9618706703186035
296421178,5527,vvcephei,2019-10-02T17:59:40Z,APPROVED,"looks good! thanks, !",1,0.9969272017478943
413795889,8680,abbccdda,2020-05-18T20:35:03Z,COMMENTED,"thanks for the pr. some meta comments: 1. we could create sub tasks within jira 9755 to better track individual effort, like read path change, write path change, etc 2. could you perform some basic sanity checks for this pr? the usual command i tend to use is `./gradlew checkstylemain checkstyletest spotbugsmain spotbugstest spotbugsscoverage compiletestjava && ./gradlew unittest` to make sure we have no style violation or unit test failure haven't finished reviewing the core logic, but feel you could start addressing these suggestions in parallel, thanks!",1,0.9715976715087891
413928081,8680,abbccdda,2020-05-19T02:40:39Z,COMMENTED,some more comments.,0,0.9914333820343018
414092115,8680,kowshik,2020-05-20T10:06:11Z,COMMENTED,: thanks for the review! i have created a sub-task jira kafka-10027 to track this pr (the parent jira is still kafka-975). i'll also update this pr if i see any checkstyle or unit test failures based on the command you shared. this pr is now ready for another pass.,1,0.9898870587348938
415423791,8680,abbccdda,2020-05-21T04:27:12Z,COMMENTED,"thanks for the update, get more comments.",1,0.6202489733695984
416042080,8680,kowshik,2020-05-22T09:30:35Z,COMMENTED,"thanks for the comments, ! i have addressed them, and, the pr is ready for further review now.",1,0.98568195104599
417207312,8680,abbccdda,2020-05-23T04:01:33Z,COMMENTED,"thanks for the update, looks very promising now! get some more comments.",1,0.9931697845458984
417318799,8680,kowshik,2020-05-24T01:58:20Z,COMMENTED,thanks for the review! i have addressed all the comments in the latest commit: [a link] .,1,0.9917247295379639
421347491,8680,junrao,2020-06-01T19:51:43Z,COMMENTED,: thanks for the pr. made a pass of non-testing fiels. a few comments below.,1,0.9701922535896301
423261506,8680,kowshik,2020-06-03T10:13:44Z,COMMENTED,"thanks for the great review! i have addressed the comments in 08dd109d4071582f7395d7424d85f376ec56f4cc. below are the specific comments that i couldn't address, and need further discussion. i have provided my explanations: * [a link] * [a link] * [a link] * [a link] this pr is ready for review again!",1,0.9963351488113403
424821463,8680,junrao,2020-06-04T23:36:09Z,COMMENTED,": thanks for the updated pr. made a pass of all files. a few more comments below. also, for minor changes to the kip, we can just update the kip wiki and send an email to the vote thread with a summary of the changes to see if there is any objection.",1,0.9729123711585999
425960550,8680,kowshik,2020-06-08T10:41:12Z,COMMENTED,: thanks for the great review! i have addressed all the comments in [a link] i've made changes to the [a link] write up as suggested by you. [a link] is a link to the email that i sent to the voting thread explaining the changes to the kip.,1,0.9955337047576904
426675954,8680,junrao,2020-06-08T23:36:18Z,COMMENTED,: thanks for the updated pr. just a few more comments.,1,0.9436736702919006
426771888,8680,kowshik,2020-06-09T04:06:50Z,COMMENTED,thanks for the review! i have addressed the comments in 0562f6d10dae3a19e9aac423c29db4633130bfb0.,1,0.9889519810676575
426792414,8680,abbccdda,2020-06-09T17:47:37Z,COMMENTED,"i'm pretty happy with what we are getting to right now, great job ! the only major question i have is the failure recovery path, which i would recommend we extend the pr summary to discuss various failure scenarios, such as incompatible feature update, zk version mismatch, or zk node deletion in extreme case and the recommended approach to recover. if they are already stated in the kip, feel free to just include a reference in the summary and confirm we have addressed all the error handling for the read path.",1,0.9953888654708862
427532005,8680,junrao,2020-06-09T20:46:00Z,APPROVED,: thanks for the latest update. lgtm. just wait for the tests to pass.,1,0.9877700805664062
427700099,8680,kowshik,2020-06-10T06:32:40Z,COMMENTED,thanks for the review! have addressed your comments in 74ff66f8988c5db5753f4d4afb2d401c9a6db6b2.,1,0.9767079949378967
428300869,8680,abbccdda,2020-06-10T17:59:00Z,APPROVED,"discussed with offline and we decided to defer further discussion on the failure recovery after more implementation gets done: [a link] and lgtm for the latest patch, thanks for the great work, the code is well written and documented!",1,0.9928186535835266
1638375179,14406,junrao,2023-09-22T19:23:13Z,COMMENTED,: thanks for the pr. made a pass of non-testing files. left a few comments.,1,0.9574781656265259
1640649396,14406,junrao,2023-10-03T00:06:58Z,COMMENTED,: thanks for the updated pr. made another pass and left a few more comments.,1,0.9542347192764282
1658470449,14406,junrao,2023-10-06T18:53:55Z,COMMENTED,: thanks for the updated pr. made a pass of all files. a few more comments below.,1,0.9635007977485657
1662865665,14406,junrao,2023-10-09T20:57:04Z,COMMENTED,: thanks for the updated pr. a few more comments.,1,0.9396800994873047
1674795985,14406,junrao,2023-10-16T20:43:30Z,COMMENTED,: thanks for the updated pr. added a few more comments.,1,0.9546872973442078
1681098711,14406,junrao,2023-10-20T18:59:36Z,COMMENTED,": thanks for the updated pr. just a few more comments. also, could you rebase?",1,0.9605068564414978
1690949621,14406,junrao,2023-10-20T22:34:28Z,COMMENTED,: thanks for the updated pr. added a few more comments.,1,0.9546872973442078
1690979855,14406,junrao,2023-10-20T23:13:58Z,COMMENTED,: thanks for the updated pr. just a couple of minor comments.,1,0.950325608253479
1691280899,14406,junrao,2023-10-21T15:52:00Z,COMMENTED,: thanks for the latest update. the pr lgtm now. are the 30 test failures related?,1,0.9614766836166382
1695781437,14406,junrao,2023-10-24T19:59:45Z,APPROVED,: thanks for explaining the test failures. the pr lgtm.,1,0.9546946883201599
814048517,11390,junrao,2021-12-04T01:46:00Z,COMMENTED,: thanks for the pr. made a pass of all non-testing files. a few comments below.,1,0.9654212594032288
830783968,11390,junrao,2021-12-20T06:44:45Z,COMMENTED,: thanks for the updated pr. a few more comments below.,1,0.9290188550949097
844952599,11390,junrao,2022-01-06T01:00:54Z,COMMENTED,: thanks for the updated pr. a few more comments.,1,0.9396800994873047
857454422,11390,junrao,2022-01-21T04:46:42Z,COMMENTED,: thanks for the updated pr. a few more comments.,1,0.9396800994873047
879320924,11390,junrao,2022-02-11T01:26:08Z,COMMENTED,: thanks for the updated pr. made a pass of all non-testing files. a few more comments below.,1,0.9634719491004944
893494764,11390,kowshik,2022-02-25T11:05:00Z,COMMENTED,thanks for the updated pr! few comments below.,1,0.9523518085479736
1185412270,11390,showuon,2022-11-18T08:21:32Z,COMMENTED,thanks for the pr. reviewed to `brokerserver.scala` and left some comments. will keep reviewing.,1,0.9712665677070618
1185670454,11390,showuon,2022-11-18T09:28:49Z,COMMENTED,"reviewed to `remotelogmanagertest.scala`, left some comments. thanks.",1,0.9457511305809021
1185811392,11390,showuon,2022-11-18T10:11:12Z,COMMENTED,", made a pass to all the changes, left some more comments. thanks.",1,0.9677932262420654
1207855441,11390,showuon,2022-12-07T07:25:31Z,APPROVED,lgtm! left some minor comments. thanks.,1,0.9937500357627869
1210993072,11390,junrao,2022-12-09T20:07:51Z,COMMENTED,": thanks for the updated pr. made a pass of all files. a few more comments below. also, it would be useful to add a test to validate the replica state after processing the offset_moved_to_tiered_storage error, especially for the transactional state. but that could be done in a separate pr.",1,0.971238374710083
1219733476,11390,junrao,2022-12-15T19:18:23Z,COMMENTED,: thanks for the updated pr. just a few more minor comments.,1,0.9538533687591553
1221400391,11390,junrao,2022-12-16T20:07:22Z,COMMENTED,": thanks for the updated pr. just one more comment. also, there are quite a few test failures. are they related to this pr?",1,0.974748969078064
1221831299,11390,junrao,2022-12-17T17:30:52Z,APPROVED,: thanks for the latest pr. lgtm,1,0.9783756136894226
211492478,6363,kkonstantine,2019-03-06T21:56:25Z,COMMENTED,marked a set of files that belong to different prs and will be removed once those prs are merged. the prs are: [a link] [a link],0,0.9939796924591064
218531252,6363,rhauch,2019-03-26T01:54:43Z,COMMENTED,"nice job, . took my first pass, and overall it looks good. with your review guidance above, i couldn't find any major issues, but i have quite a few comments/questions. found and logged some nits when i happened to notice them, but i wasn't looking for them. :-d btw, #6342 is now merged.",1,0.9962071180343628
222423384,6363,rayokota,2019-04-03T21:14:59Z,COMMENTED,looks great ! i am very excited for this feature! just a few comments and nits. thanks!,1,0.9974330067634583
222511189,6363,kkonstantine,2019-04-16T00:33:52Z,COMMENTED,thanks for your comments. i think i've replied to all your comments. i didn't get to all your comments yet. next i'll update the config and continue with the rest of the comments.,1,0.9723120927810669
225053534,6363,mumrah,2019-04-16T17:44:57Z,COMMENTED,looks great ! my only real concern is the complexity and length of the methods in incrementalcooperativeassignor. i kind of wonder if a pattern other than procedural is warranted? i think we should at least consider changing the private methods to package-private and adding some unit tests.,1,0.9904689192771912
229704718,6363,kkonstantine,2019-04-25T22:40:25Z,COMMENTED,"i've addressed almost all your comments with changes or replies. would you mind returning to these discussions to see if we can resolve them? there are a couple remaining items regarding javadocs and error handling during assignment, if i'm not mistaken, that i will definitely address before merging. thanks!",1,0.9832701683044434
231253602,6363,kkonstantine,2019-04-30T01:05:23Z,COMMENTED,thanks a lot for what i assume is your first round of comments! i fixed/replied to the majority of the comments. will return to the ones that need more work very soon in a second pass.,1,0.9938056468963623
232844912,6363,rhauch,2019-05-02T06:32:32Z,COMMENTED,"made another pass, and definitely making good progress. however, it seems like a number of comments still need to be addressed. i also think the lack of unit tests is a significant blocker, and something that i suspect will warrant some refactoring of the proposed changes in key areas to make those few super-long methods much more easily unit tested. it may also be useful to pull more switch-based logic into the protocol implementations, again for testability but also for better encapsulation.",1,0.8946605920791626
237534439,6363,rhauch,2019-05-15T00:28:43Z,COMMENTED,"partway through my latest review; will continue reviewing after dinner. note there are still a number of comments/questions that have not been addressed, either by comment or by changes.",0,0.9607155323028564
237583371,6363,rhauch,2019-05-15T03:30:22Z,COMMENTED,"finished my previous review. i really like the additional tests - have you looked at coverage of the classes in the `distributed` package before and after this pr? very interested to see. a few of the comments (mine and ewen's) may have been addressed with the most recent commit. would be great to at least respond to the outstanding comments/questions, even if the answer is ""will be done in a future pr"", etc.",1,0.9873277544975281
238708198,6363,rhauch,2019-05-17T01:48:16Z,APPROVED,"fantastic work, . i wish this weren't such a big pr, but i've been steadily tracking the progress of the latest commits as you've been running multiple tests. as you say, there are some minor things that could be cleaned up and improved, but given the size of the pr it'd be good to handle those separately in the coming days, since they shouldn't affect behavior or functionality but will be more about maintainability. i'm approving pending a green build and successful connect tests. most of the recent pr builds have been great, but i know you changed just a few test-related things (e.g., jenkinsfile to run the connect tests many times) that you've now reverted, and they theoretically shouldn't affect the build.",1,0.9944544434547424
159206034,5582,rajinisivaram,2018-09-26T22:41:58Z,COMMENTED,thanks for the pr. i had a quick look and left some comments. will do a more thorough review tomorrow (it was a much larger pr that i expected!),1,0.9775556921958923
160252389,5582,rajinisivaram,2018-10-01T12:40:21Z,COMMENTED,"thanks for the pr. i made one pass over it and left some comments, mostly minor. but there are some significant issues that need addressing too: 1. as mentioned in one of the comments, i think brokers need to be able to limit the number of re-authentications accepted from clients to avoid being over-loaded since this is not covered by quotas. 2. we need to ensure that clients cannot re-authenticate with a different principal. otherwise, if there is ever a vulnerability found in the re-authentication logic, the impact would be much worse. 3. we need to ensure that clients are only allowed to re-authenticate using the same sasl mechanism as the original authentication. i think we need more tests to cover these scenarios and also more around interoperability with the all the versions (pre-sasl_handshake, sasl_handshake v0 and v1, sasl_authenticate v0 and v1). may be easier to do with system tests, but we do need them all.",1,0.9465828537940979
160905544,5582,rajinisivaram,2018-10-02T22:17:35Z,COMMENTED,"i have done one more round of review. one of my main concerns about committing this so close to the release is due to the way in which a lot of the re-authentication code is intertwined with existing authentication code. this makes it really hard to ensure that nothing is broken in the normal authentication path. while re-authentication itself can be documented as an experimental config in this release, we have to ensure that there are no paths where existing authentication has changed in any way. since we dont have tests that cover every possible scenario, i am not sure how we can verify that. i am also very concerned about the authenticationexception in the test. it could be test timing, but any test that throws an authentication exception whether re-authentication is turned on or whether connection termination is turned on without client re-authentication, is a cause for concern because of the way in which we handle authentication failures. we really can't commit this until we get to the bottom of that as you already agree. based on these, i am inclined not to commit this for 2.1.0 because it is too risky at this stage. let me know what you think. we can commit it to trunk later this week.",-1,0.8997023701667786
163262832,5582,rajinisivaram,2018-10-10T12:01:44Z,COMMENTED,"thanks for the updates, this is looking good. i have left some (mostly minor) comments. the pr also needs rebasing since there are conflicts.",1,0.9887368083000183
167133240,5582,rajinisivaram,2018-10-22T23:26:39Z,COMMENTED,"thanks for the updates, it is looking good. left some minor comments.",1,0.9822407364845276
167926716,5582,rajinisivaram,2018-10-24T14:05:40Z,COMMENTED,"thanks for the updates. responded to a few of the remaining comments (minor changes). i think i will merge once these are addressed and if there are any other changes, we can make them in follow-on prs. i think the test failures in the last build are unrelated. can you just confirm that?",1,0.9712489247322083
169016307,5582,rajinisivaram,2018-10-26T22:11:11Z,APPROVED,"thanks for the pr, lgtm! merging to trunk.",1,0.9890714883804321
416535665,8657,junrao,2020-05-26T23:32:10Z,COMMENTED,": thanks for the pr. sorry for the delay. made a pass of non-testing files. overall, i felt that this approach works. it adds its own complexity, but it's probably better than adding a separate thread pool. a few comments below.",1,0.8981704115867615
429907905,8657,junrao,2020-06-14T23:41:44Z,COMMENTED,: thanks for the updated pr. made a pass of all files. a few more comments below.,1,0.9635007977485657
431077363,8657,junrao,2020-06-16T00:21:38Z,COMMENTED,": thanks for the updated pr. just one comment below. also, there are a few comments not addressed from the previous round. it will be helpful if you could preserve the commit history in future updates to the pr since that makes it easier to identify the delta changes.",1,0.9690602421760559
431933956,8657,junrao,2020-06-16T22:58:41Z,COMMENTED,: thanks for the updated pr. added a few more comments below.,1,0.9479568004608154
432791456,8657,junrao,2020-06-17T22:15:28Z,COMMENTED,: thanks for the updates pr. just a few more comments below.,1,0.9468029737472534
433422991,8657,junrao,2020-06-18T15:55:04Z,COMMENTED,: thanks for the updated pr. just one more comment below.,1,0.9249429106712341
433564609,8657,junrao,2020-06-18T19:00:14Z,APPROVED,: thanks for the latest pr. lgtm i triggered a system test on this pr. [a link] : do you want to take another look of the pr?,1,0.9781444668769836
446135784,8657,ijuma,2020-07-10T05:53:41Z,COMMENTED,"thanks for the pr, this looks like a tough issue. is it me or have we blown our complexity budget? each time we find a locking issue affecting group coordinator, purgatory and log layer, we add a bit more logic. should we be rethinking this?",-1,0.42345520853996277
460218963,8657,junrao,2020-08-03T23:39:41Z,COMMENTED,: thanks for rebasing. made another pass and left a few minor comments below.,1,0.9448704719543457
460979692,8657,junrao,2020-08-04T16:32:53Z,COMMENTED,: thanks for the updated pr. it seems the changes in joinpurgatory could now lead to a new deadlock?,1,0.9464909434318542
476959130,8657,junrao,2020-08-27T18:13:41Z,COMMENTED,": thanks for the new pr. this looks very promising. a few comments below. also, could we get rid of the trylock logic in delayedoperation?",1,0.9944224953651428
477826045,8657,junrao,2020-08-28T15:58:10Z,COMMENTED,: thanks for the updated pr. just a few more minor comments.,1,0.9538533687591553
