id,pr_number,user,created_at,body,is_bot_generated,is_bot_trigger,is_build_results_link,is_bot_mention,is_k8s_test_command,is_specific_command,is_bot_related
307870474,2929,asfbot,2017-06-12T18:06:21Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5165/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
307870489,2929,asfbot,2017-06-12T18:06:23Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5181/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
307888980,2929,asfbot,2017-06-12T19:06:05Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5182/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
307891134,2929,asfbot,2017-06-12T19:14:37Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5166/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
308255846,2929,asfbot,2017-06-13T21:36:08Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5232/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
308256697,2929,asfbot,2017-06-13T21:39:45Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5250/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
309190364,2929,asfgit,2017-06-17T03:33:06Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5433/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
309191562,2929,asfgit,2017-06-17T04:01:24Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5418/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
309928827,2929,asfgit,2017-06-21T00:30:31Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5520/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
309929077,2929,asfgit,2017-06-21T00:32:09Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5534/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
310212345,2929,asfgit,2017-06-21T21:36:34Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5566/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
310218187,2929,asfgit,2017-06-21T22:03:26Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5580/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
310551086,2929,asfgit,2017-06-23T02:08:52Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5635/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
310551100,2929,asfgit,2017-06-23T02:08:58Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5649/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
310559209,2929,asfgit,2017-06-23T03:10:10Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5650/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
310562386,2929,asfgit,2017-06-23T03:34:58Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5636/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
310824773,2929,asfgit,2017-06-24T08:24:05Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5685/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
310825987,2929,asfgit,2017-06-24T08:50:31Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5671/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
311607736,2929,asfgit,2017-06-28T09:31:35Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5748/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
311608996,2929,asfgit,2017-06-28T09:36:42Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5762/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
311746493,2929,asfgit,2017-06-28T18:27:18Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5774/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
311751978,2929,asfgit,2017-06-28T18:47:24Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5776/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
311753884,2929,asfgit,2017-06-28T18:54:14Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5762/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
311794758,2929,asfgit,2017-06-28T21:17:51Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5765/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
311797592,2929,asfgit,2017-06-28T21:29:07Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5779/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
311807898,2929,asfgit,2017-06-28T22:16:36Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5771/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
311815675,2929,asfgit,2017-06-28T23:01:17Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5785/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
312424767,2929,asfgit,2017-07-01T10:41:58Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5860/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
312431812,2929,asfgit,2017-07-01T13:19:33Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5845/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313316793,2929,asfgit,2017-07-06T07:19:58Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5912/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313317046,2929,asfgit,2017-07-06T07:21:11Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5897/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313363895,2929,asfgit,2017-07-06T10:54:38Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5917/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313364502,2929,asfgit,2017-07-06T10:57:51Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5902/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313542970,2929,asfgit,2017-07-06T23:05:51Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5932/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313543265,2929,asfgit,2017-07-06T23:07:42Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5917/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313614199,2929,asfgit,2017-07-07T07:56:49Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5934/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313615888,2929,asfgit,2017-07-07T08:04:43Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5935/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313626372,2929,asfgit,2017-07-07T08:54:14Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5954/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313652768,2929,asfgit,2017-07-07T11:04:54Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5950/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313662219,2929,asfgit,2017-07-07T11:58:12Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5940/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313662223,2929,asfgit,2017-07-07T11:58:13Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5955/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313762445,2929,asfgit,2017-07-07T18:44:47Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5968/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313789201,2929,asfgit,2017-07-07T20:47:49Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5987/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313795709,2929,asfgit,2017-07-07T21:19:17Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5972/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313807695,2929,asfgit,2017-07-07T22:28:19Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5977/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313807844,2929,asfgit,2017-07-07T22:29:22Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5992/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313809579,2929,asfgit,2017-07-07T22:41:15Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5978/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313809661,2929,asfgit,2017-07-07T22:41:47Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5993/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313811677,2929,asfgit,2017-07-07T22:56:48Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5979/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
313811830,2929,asfgit,2017-07-07T22:57:48Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5994/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313821021,2929,asfgit,2017-07-08T00:24:24Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/5997/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
313822907,2929,asfgit,2017-07-08T00:50:50Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/5982/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
314349799,2929,asfgit,2017-07-11T06:40:00Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6024/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
314354662,2929,asfgit,2017-07-11T07:06:20Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6009/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315320776,2929,asfgit,2017-07-14T09:55:19Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6053/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315358427,2929,asfgit,2017-07-14T13:23:33Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6070/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315358435,2929,asfgit,2017-07-14T13:23:36Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6055/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315370445,2929,asfgit,2017-07-14T14:15:32Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6059/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315370498,2929,asfgit,2017-07-14T14:15:42Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6074/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315454432,2929,asfgit,2017-07-14T20:04:24Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6068/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315467270,2929,asfgit,2017-07-14T21:03:56Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6088/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315472417,2929,asfgit,2017-07-14T21:29:11Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6073/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315479566,2929,asfgit,2017-07-14T22:07:36Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6083/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315482697,2929,asfgit,2017-07-14T22:28:00Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6091/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315485737,2929,asfgit,2017-07-14T22:50:16Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6076/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315519845,2929,asfgit,2017-07-15T08:40:00Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6093/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315520940,2929,asfgit,2017-07-15T09:02:57Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6078/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315649448,2929,asfgit,2017-07-17T00:34:08Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6101/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315650806,2929,asfgit,2017-07-17T00:55:53Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6086/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315720721,2929,asfgit,2017-07-17T10:37:56Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6094/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
315983822,2929,asfgit,2017-07-18T07:39:40Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6141/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
315985303,2929,asfgit,2017-07-18T07:46:33Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6126/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
316256221,2929,asfgit,2017-07-19T02:41:41Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6157/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
316258064,2929,asfgit,2017-07-19T02:54:17Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6141/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
316284313,2929,asfgit,2017-07-19T06:21:26Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6159/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
316286526,2929,asfgit,2017-07-19T06:33:57Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6143/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
316905644,2929,asfgit,2017-07-21T05:19:13Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6238/
Test FAILed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
316907147,2929,asfgit,2017-07-21T05:30:13Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6222/
Test FAILed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
316925510,2929,asfgit,2017-07-21T07:22:26Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6243/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
316929195,2929,asfgit,2017-07-21T07:41:40Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6227/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
317079133,2929,asfgit,2017-07-21T18:34:07Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6258/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
317083730,2929,asfgit,2017-07-21T18:52:55Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6242/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
317115352,2929,asfgit,2017-07-21T21:20:21Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6263/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
317117193,2929,asfgit,2017-07-21T21:30:50Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6247/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
317153705,2929,asfgit,2017-07-22T04:25:11Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6280/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
317154288,2929,asfgit,2017-07-22T04:35:52Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk8-scala2.12/6264/
Test PASSed (JDK 8 and Scala 2.12).
",True,False,False,False,False,False,True
317160135,2929,asfgit,2017-07-22T06:30:40Z,"
Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/kafka-pr-jdk7-scala2.11/6282/
Test PASSed (JDK 7 and Scala 2.11).
",True,False,False,False,False,False,True
